Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,PassesIntoBox,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,null,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
1,dpee0p2qzqrzcefewdtey4vyt,37944,D. Fordyce,Daryl Fordyce,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,31866,Daryl,Fordyce,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,1,69,34,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,3,3,0.25,0,0,0.00,1,0,0,0,0,1,0,0,2,1,0,0,10,7,0,0,0,0,-,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,3,2,0.0%,85.7%,3,3,0,4,3,0,0.0%,6,0.00,0,0,0,0,0,0,0.25,0.00,0.25,0.00,0.25,0,0,0.25,1,-,-,34.2%,0.00,26,2,13,2,13,,,FOR vs VAL,false,true,false,true,false,2020-09-05,7utday42etwsaaqej3w9gmqz8,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,2,2,Played,T 2-2,2126266,FOR vs VAL (2020-09-05)
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Atlético Ottawa,1,90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,5,14,0.00,0,0,0.03,0,0,0,1,1,0,0,0,1,0,1,1,35,3,0,0,0,3,-,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,15,6,14,1,40.0%,76.0%,10,7,2,10,12,3,0.0%,1,0.00,0,2,3,3,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-,0,0.00,0.00,26.2%,0.00,19,5,22,5,22,,,YRK vs ATO,false,true,false,true,false,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2126220,YRK vs ATO (2020-08-15)
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,1,63,28,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,19,9,7,0.04,0,0,0.03,0,0,0,1,1,2,1,0,2,0,0,0,34,6,1,1,0,2,66.7%,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,6,16,3,36.8%,84.2%,9,3,4,3,12,4,0.0%,1,0.00,0,2,2,2,0,0,0.04,0.00,0.04,0.00,0.04,1,0,0.04,1,0.00,0.00,31.3%,1.00,13,0,22,0,22,,,ATO vs VAL,true,false,false,false,true,2020-08-19,7tdd1uok6zk7bgycge748czdg,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,0,4,Played,L 0-4,2126235,ATO vs VAL (2020-08-19)
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Atlético Ottawa,1,90,28,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,33,14,14,0.06,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,37,4,0,0,0,0,0.0%,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,14,7,16,1,15.2%,84.8%,12,10,6,11,15,7,-,0,0.00,0,0,0,0,0,0,0.04,0.03,0.04,0.03,0.06,0,0,0.03,2,-,-,27.8%,0.00,11,1,11,1,11,,,ATO vs EDM,true,false,false,true,false,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Atlético Ottawa,1,90,28,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,3,20,4,11,0.07,1,0,0.00,0,0,0,0,0,2,0,0,1,0,0,0,35,5,0,0,0,3,0.0%,2,1,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,7,12,16,3,45.0%,75.0%,14,1,0,1,15,4,0.0%,1,0.00,0,1,3,3,0,0,0.07,0.00,0.07,0.00,0.07,0,0,0.07,1,0.00,0.00,38.2%,3.00,29,0,25,0,25,,,ATO vs CAV,true,false,true,false,false,2020-08-27,7u47vp82i9898dpktaf5q6psk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,2,0,Played,W 2-0,2126251,ATO vs CAV (2020-08-27)
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,1,88,28,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,32,11,17,0.04,0,0,0.00,0,0,0,0,0,3,0,0,5,1,0,0,51,10,1,2,0,3,60.0%,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,18,5,28,1,15.6%,87.5%,17,8,3,9,20,3,50.0%,2,0.00,0,1,2,2,1,0,0.04,0.00,0.04,0.00,0.04,0,0,0.04,1,0.00,0.00,37.2%,0.00,23,1,11,1,11,,,ATO vs FOR,true,false,false,false,true,2020-08-30,7ufagyfpmg0q5miihyn7181ec,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,0,2,Played,L 0-2,2126257,ATO vs FOR (2020-08-30)
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,1,90,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,27,9,10,0.05,0,0,0.40,0,1,0,2,2,3,0,0,4,0,1,0,47,10,1,1,1,4,33.3%,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19,12,16,2,40.7%,70.4%,7,5,7,8,11,8,50.0%,4,0.00,0,3,3,3,1,0,0.05,0.00,0.05,0.00,0.05,2,0,0.05,1,0.33,1.00,30.8%,2.00,24,3,13,3,13,,,PAC vs ATO,false,true,true,false,false,2020-09-03,7uqr7tcyx5axz4fcls8m9stn8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,1,0,Played,W 1-0,2126262,PAC vs ATO (2020-09-03)
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,1,90,28,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,3,32,9,13,0.12,0,0,0.03,0,0,0,1,1,1,0,0,5,0,0,0,52,9,1,3,0,4,50.0%,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,24,10,18,3,25.0%,68.8%,10,8,4,9,15,8,0.0%,2,0.00,0,5,2,2,2,0,0.09,0.03,0.09,0.03,0.12,1,0,0.04,3,0.00,0.00,47.5%,1.00,18,1,14,1,14,,,HFX vs ATO,false,true,false,false,true,2020-09-06,7uyp0xq7ry9gphpbd0m2m60ic,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,0,2,Played,L 0-2,2126270,HFX vs ATO (2020-09-06)
1,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222921,Nathan,Ingham,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,21,15,3,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,1,0,57.1%,85.7%,1,0,17,0,1,20,-,0,1.32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,40.9%,0.00,15,0,17,0,17,,,YRK vs ATO,true,false,false,true,false,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126220,YRK vs ATO (2020-08-15)
1,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222921,Nathan,Ingham,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,12,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,30,1,0,0,0,1,-,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0,0,1,3,1,0,3,4,0,1,2,0,1,0,0,0,0,1,0,0,0,30,0,0,70.8%,70.8%,0,0,17,0,0,24,50.0%,2,1.48,0,0,1,1,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,35.5%,0.00,17,0,14,0,14,,,PAC vs YRK,false,true,false,true,false,2020-08-19,7tas4i6lxq9imfed8t0627m6s,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,1,1,Played,T 1-1,2126232,PAC vs YRK (2020-08-19)
1,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222921,Nathan,Ingham,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,26,14,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,-,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,37,0,0,65.4%,73.1%,0,0,19,0,0,26,-,0,0.47,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,34.1%,0.00,18,0,15,0,15,,,YRK vs VAL,true,false,false,true,false,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,0,Played,T 0-0,2126241,YRK vs VAL (2020-08-22)
1,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222921,Nathan,Ingham,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,9,1,0.00,0,0,0.03,0,0,0,1,1,0,0,0,0,0,0,0,26,1,0,0,0,1,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,3,0,0,3,2,1,2,1,0,0,0,0,0,0,4,0,0,0,26,0,0,57.1%,71.4%,0,0,10,0,0,14,0.0%,1,2.85,0,0,1,1,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-,0,-,-,21.9%,0.00,22,0,21,0,21,,,YRK vs FOR,true,false,true,false,false,2020-08-26,7tyu476shfl4lg1dm54shvt3o,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,3,2,Played,W 3-2,2126246,YRK vs FOR (2020-08-26)
1,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222921,Nathan,Ingham,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,16,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,42.9%,81.0%,0,0,17,0,0,21,-,0,0.23,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,38.6%,0.00,15,0,12,0,12,,,EDM vs YRK,false,true,true,false,false,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,0,Played,W 1-0,2126259,EDM vs YRK (2020-09-02)
1,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222921,Nathan,Ingham,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,38,22,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,51,0,0,0,0,1,-,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,3,0,0,0,3,0,0,3,1,2,1,2,0,0,0,0,0,0,1,0,0,0,50,1,0,73.7%,73.7%,1,0,27,0,1,37,100.0%,1,0.88,0,0,1,1,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,41.7%,0.00,28,0,15,0,15,,,CAV vs YRK,false,true,false,false,true,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2126268,CAV vs YRK (2020-09-05)
1,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,36,22,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,-,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,6,0,0,5,1,0,0,6,4,2,1,0,0,0,5,0,0,1,2,0,0,0,55,0,0,58.3%,66.7%,0,0,24,0,0,36,-,0,1.77,0,0,1,1,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,34.2%,0.00,18,1,14,1,14,,,PAC vs VAL,true,false,true,false,false,2020-08-26,7tw47791fe2i850ddmt0nthqs,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,0,Played,W 2-0,2126245,PAC vs VAL (2020-08-26)
1,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,40,15,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,55,0,1,0,0,2,100.0%,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0,60.0%,42.5%,0,0,17,0,0,40,100.0%,2,1.30,0,0,2,2,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,40.5%,0.00,22,1,14,1,14,,,CAV vs PAC,false,true,true,false,false,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,2,1,Played,W 2-1,2126258,CAV vs PAC (2020-08-30)
1,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,3,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,1,-,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,2,2,1,0,5,5,1,2,2,1,0,2,0,0,0,3,0,0,0,40,0,0,33.3%,100.0%,0,0,24,0,0,24,100.0%,1,1.61,0,0,1,1,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,46.5%,0.00,15,0,9,0,9,,,PAC vs ATO,true,false,false,false,true,2020-09-03,7uqr7tcyx5axz4fcls8m9stn8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,0,1,Played,L 0-1,2126262,PAC vs ATO (2020-09-03)
1,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,19,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,3,0,0,0,4,2,2,0,1,0,3,1,0,0,0,2,0,0,0,39,0,0,37.5%,79.2%,0,0,19,0,0,24,0.0%,1,1.59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,40.0%,0.00,10,0,13,0,13,,,PAC vs EDM,true,false,true,false,false,2020-09-06,7v18c0lc1p8rx62p3chr1w07o,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2126273,PAC vs EDM (2020-09-06)
1,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,38,22,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,50,1,0,0,0,3,0.0%,3,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3,0,0,3,0,0,1,0,0,0,3,3,0,1,1,0,2,1,0,0,0,5,0,0,0,50,0,0,47.4%,71.1%,0,0,27,0,0,38,100.0%,1,2.90,0,0,3,3,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,39.4%,0.00,36,0,20,0,20,,,CAV vs PAC,false,true,false,false,true,2020-09-10,6pp5y6tmtbxolhpklcv0tx5as,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,1,3,Played,L 1-3,2137182,CAV vs PAC (2020-09-10)
1,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,52,37,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,68,0,0,0,0,0,-,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,68,0,0,38.5%,78.8%,0,0,41,0,0,52,100.0%,1,1.20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,40.4%,0.00,22,0,23,0,23,,,FOR vs PAC,false,true,false,false,true,2020-09-12,al6itp61bch64gv1bhhncxyqc,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,0,2,Played,L 0-2,2137184,FOR vs PAC (2020-09-12)
1,8v158n3stjodma3bjlj4yg639,156327,K. Moses,Kareem Moses,Central Defender,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,124576,Kareem,Moses,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Edmonton,1,29,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14,9,3,0.33,0,0,0.00,1,0,0,0,0,0,0,0,2,0,0,0,22,4,1,1,0,5,100.0%,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,1,14.3%,85.7%,4,0,8,0,5,9,0.0%,1,0.00,0,0,4,4,1,0,0.00,0.33,0.00,0.33,0.33,0,0,0.33,1,-,-,21.7%,0.00,11,0,17,0,17,,,FOR vs EDM,false,true,false,false,true,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,0,2,Played,L 0-2,2126225,FOR vs EDM (2020-08-16)
