Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Season,seasonId,scatterId,scatterExtra
1,eoiimmhy0bdg3guq88jihpyol,108178,J. Mason,Joe Mason,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,73442,Joe,Mason,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,12,796,30,4,3,2,15,14,1,2,2,6,0,4,1,0,0,0,5,0,4,0,2,1,0,5,7,11,26,2,157,31,98,6.14,5,0,0.67,10,1,1,7,8,27,7,5,39,15,0,0,294,67,0,5,2,9,26.3%,2,1,28,10,1,7,5,0,2,10,2,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,5,189,9,96,65,17.2%,82.2%,54,70,5,92,59,6,30.0%,40,0,4,5,2,2,6,1,4.06,2.08,4.06,2.08,5.35,8,0,0.25,25,0,0,39.2%,18,259,167,18,167,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:eoiimmhy0bdg3guq88jihpyol,Canadian Premier League 2021 (Canada)
1,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Right Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,233807,Amer,Didic,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Edmonton,22,1904,26,1,0,0,7,7,0,1,1,12,3,0,0,0,0,0,2,0,0,2,8,7,0,0,0,4,130,63,1008,537,278,1.97,2,1,1.13,2,2,5,2,7,4,0,0,94,4,0,0,1313,47,9,16,58,219,73.5%,134,71,118,0,8,7,0,2,3,0,4,0,0,1,0,0,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,0,3,59,707,547,31,44.2%,80.9%,424,14,377,31,501,476,72.3%,83,0,0,1,192,192,26,1,0.07,1.9,0.07,1.9,1.97,6,12,0.09,21,1,1,33.6%,15,391,306,24,306,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:79pboh9mzuchik3r2027wntgp,Canadian Premier League 2021 (Canada)
1,7v7c25arh4yqd7tz8demrxa6t,263141,B. Levis,Brett Levis,Left Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,231573,Brett,Levis,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Valour,15,870,28,2,11,0,4,2,2,1,0,9,7,2,0,0,0,0,1,0,1,0,0,0,0,1,8,5,44,20,386,152,170,0.55,1,0,0.77,0,1,2,9,11,29,1,1,80,18,1,0,585,69,7,24,7,49,62.0%,11,6,65,0,4,14,4,2,14,1,3,0,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,8,171,102,312,12,29.8%,83.4%,202,78,42,97,229,60,45.8%,24,0,0,16,20,20,26,3,0.51,0.04,0.51,0.04,0.55,11,2,0.04,14,0.38,0.4,32.5%,19,333,227,18,227,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:7v7c25arh4yqd7tz8demrxa6t,Canadian Premier League 2021 (Canada)
1,eyems8p1wpp6df9w1wz6rdvpx,226323,B. McKendry,Ben McKendry,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,203479,Ben,McKendry,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,24,2042,28,0,5,0,6,4,2,0,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,7,102,44,1149,632,371,1.11,1,1,3.14,2,3,12,19,31,26,0,0,121,20,1,1,1531,115,23,33,34,118,51.9%,26,9,163,4,10,22,4,14,13,1,3,0,1,1,0,0,35,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,50,2,17,219,421,891,14,26.8%,87.3%,668,89,246,107,753,289,72.7%,22,0,0,60,56,56,48,14,1.02,0.09,1.02,0.09,1.11,30,12,0.1,11,0.3,0.17,30.8%,46,584,466,25,466,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:eyems8p1wpp6df9w1wz6rdvpx,Canadian Premier League 2021 (Canada)
1,2zedqkn15thv6wx5xmgv48gd1,195042,K. Bekker,Kyle Edward Bekker,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,140123,Kyle Edward,Bekker,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,22,1787,31,2,5,2,8,2,6,4,1,11,7,4,0,0,6,0,2,1,2,0,0,0,0,3,5,14,134,29,1050,319,568,1.33,3,1,2.87,1,4,10,17,27,18,1,0,47,10,4,2,1288,75,7,18,11,47,46.3%,10,6,127,5,3,9,1,2,3,2,9,0,0,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,8,406,137,745,23,30.9%,84.5%,579,235,73,279,678,93,31.6%,19,0,1,58,27,27,17,3,0.96,0.37,0.96,0.37,1.33,26,2,0.06,24,0.19,0.15,35.1%,51,351,281,57,281,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:2zedqkn15thv6wx5xmgv48gd1,Canadian Premier League 2021 (Canada)
1,9bdt4lveizoytfacmbazz9yad,290688,S. Mabussi,Sharly Mabussi,Left Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,230451,Sharly,Mabussi,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Edmonton,11,474,24,2,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,9,193,73,79,0.04,0,0,0.36,0,1,0,3,3,13,0,0,30,7,0,0,317,25,4,7,12,36,68.8%,12,2,24,1,3,8,0,2,0,3,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,1,78,85,154,6,36.8%,78.8%,90,24,38,30,115,48,76.9%,13,0,0,20,25,25,10,1,0.04,0,0.04,0,0.04,3,1,0.04,1,0.15,0.15,33.3%,2,200,167,5,167,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:9bdt4lveizoytfacmbazz9yad,Canadian Premier League 2021 (Canada)
1,97h9y7sc3o8e0gvazfd375cdl,504778,S. Gutiérrez,Sebastián Gutiérrez Atehortua,Centre Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,233484,Sebastián,Gutiérrez Atehortua,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,York United,11,407,24,7,5,0,4,2,2,2,2,9,4,5,0,0,0,0,1,0,1,0,0,0,0,1,1,12,51,2,173,41,79,1.5,1,0,0.81,3,1,1,9,10,22,2,0,32,11,3,1,289,39,5,5,3,13,55.6%,0,0,23,3,2,6,2,3,6,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,10,126,25,138,18,36.4%,69.4%,73,36,11,59,101,13,0.0%,2,0,1,7,2,2,9,2,1.5,0,1.5,0,1.5,10,0,0.09,17,0.29,1,31.7%,11,206,269,18,269,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:97h9y7sc3o8e0gvazfd375cdl,Canadian Premier League 2021 (Canada)
1,6ptroe7b9vgzimcvzo2fehcr9,166455,M. Petrasso,Michael Petrasso,Second Striker,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,167890,Michael,Petrasso,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Second Striker,York United,21,1462,26,3,13,0,18,13,5,5,5,9,5,2,0,0,0,0,2,0,2,0,0,1,0,2,4,22,99,7,508,113,289,3.66,2,5,3.79,4,4,11,23,34,87,7,5,91,45,5,2,890,84,5,13,5,27,66.7%,3,3,50,7,2,6,7,5,13,13,2,0,0,0,0,0,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,14,23,488,51,351,69,32.7%,79.1%,220,168,14,225,263,20,33.3%,9,0,2,79,13,13,8,6,3.49,0.18,3.49,0.18,3.66,29,0,0.1,37,0.25,0.24,33.0%,22,413,455,52,455,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:6ptroe7b9vgzimcvzo2fehcr9,Canadian Premier League 2021 (Canada)
1,cfffc2qdknupbftpqye1cbf1l,312918,M. Babouli,Mo Babouli,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,224168,Mo,Babouli,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,17,1272,28,2,7,5,18,14,4,6,4,18,8,8,3,3,1,0,7,0,4,0,4,0,0,7,4,28,84,14,383,83,202,8.17,7,1,1.29,13,1,1,16,17,53,6,1,64,23,8,5,671,109,7,5,2,17,38.7%,3,2,37,5,1,5,3,1,13,7,8,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,10,35,368,38,265,65,28.7%,74.4%,142,131,12,173,187,23,34.3%,35,0,7,33,3,3,9,5,4.31,3.87,4.31,3.87,5.81,16,0,0.18,46,0.09,0.09,37.3%,18,298,217,40,217,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:cfffc2qdknupbftpqye1cbf1l,Canadian Premier League 2021 (Canada)
1,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,21,1748,26,2,0,0,3,1,2,1,5,8,3,5,0,0,0,0,0,0,0,0,1,0,0,0,8,2,101,42,1059,447,469,1.34,0,2,4.37,2,6,15,16,31,25,3,3,118,18,2,1,1480,82,11,42,19,94,67.1%,19,9,123,8,8,11,6,8,18,1,7,0,0,0,0,0,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,4,18,369,364,747,28,29.3%,86.5%,552,179,185,214,614,231,57.7%,26,0,0,82,59,59,28,7,1.16,0.17,1.16,0.17,1.34,29,5,0.08,17,0.22,0.29,32.5%,25,432,336,43,336,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:cqu6f2gdqsceak3ifi433tyvp,Canadian Premier League 2021 (Canada)
1,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,22,1707,26,5,2,0,6,4,2,6,3,7,4,2,0,0,0,0,1,0,1,0,0,0,0,1,2,11,84,34,842,269,455,2.04,1,1,1.32,2,1,2,15,17,51,4,3,123,27,4,3,1226,120,24,43,31,122,72.0%,23,12,114,4,7,18,3,4,8,5,8,0,0,0,0,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,8,27,380,183,663,51,27.0%,86.0%,459,180,85,225,516,101,42.4%,33,0,1,27,52,52,53,17,1.88,0.15,1.88,0.15,2.04,16,1,0.09,22,0.26,0.16,35.6%,44,367,289,32,289,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:c8gbyfp650fgai5782915ywa1,Canadian Premier League 2021 (Canada)
1,elyp1bpa1kq1hl6sigml22jf9,260023,T. Farago,Tyson Farago,Goalkeeper,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,184380,Tyson,Farago,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Cavalry,3,270,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,77,43,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,0,0,0,0,2,-,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,1,1,0,0,7,0,0,5,2,1,0,6,3,4,1,1,1,2,1,0,0,0,2,0,0,0,111,0,0,58.4%,64.9%,0,0,50,0,0,77,-,0,1.81,0,0,2,2,0,0,0,0,0,0,0,0,0,-,0,-,-,40.2%,0,450,287,1,287,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:elyp1bpa1kq1hl6sigml22jf9,Canadian Premier League 2021 (Canada)
1,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,18,938,27,8,7,0,3,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,31,21,449,252,145,0.35,0,2,0.46,0,0,4,4,8,2,0,0,30,0,0,0,559,43,7,12,14,41,54.3%,7,4,55,3,3,10,0,5,3,1,2,0,0,2,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,9,65,139,355,9,22.3%,88.4%,279,34,84,39,310,100,42.9%,7,0,0,4,19,19,17,5,0.18,0.17,0.18,0.17,0.35,6,1,0.05,7,0.5,0,30.9%,14,533,410,10,410,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:63rmd2xbr48c0zzvsj6bn3651,Canadian Premier League 2021 (Canada)
1,etxxyk4izi97gchj7fo58ogd1,159439,A. Jean-Baptiste,Andrew Jean-Baptiste,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,110665,Andrew,Jean-Baptiste,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,7,554,29,0,1,1,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,28,24,239,150,37,0.82,2,0,0.04,2,0,0,1,1,1,0,0,24,1,0,0,318,15,5,1,12,50,100.0%,30,11,20,2,2,2,0,3,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,211,101,4,45.6%,78.2%,67,1,119,1,89,149,58.3%,24,0,2,1,41,41,9,0,0,0.82,0,0.82,0.82,1,8,0.2,4,1,1,24.8%,3,156,127,3,127,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:etxxyk4izi97gchj7fo58ogd1,Canadian Premier League 2021 (Canada)
1,bwozu57m3yt2hypmbqe1hlbyt,313308,M. Dyer,Moses Dyer,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,210152,Moses,Dyer,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,25,1470,24,8,12,2,17,13,4,9,3,17,4,8,4,4,0,0,6,0,2,0,3,1,0,6,8,22,82,25,574,231,236,7.24,6,3,2.62,9,4,2,12,14,37,3,2,107,23,4,2,869,92,14,19,21,67,76.7%,13,6,48,9,3,15,10,3,23,1,7,0,1,0,0,0,22,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,19,233,158,478,62,26.1%,81.4%,295,90,82,118,358,98,36.6%,41,0,5,7,37,37,27,3,3.05,4.19,3.05,4.19,4.09,11,4,0.16,46,0,0,31.4%,18,544,396,21,396,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:bwozu57m3yt2hypmbqe1hlbyt,Canadian Premier League 2021 (Canada)
1,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,24,1721,23,5,8,2,12,7,5,3,4,20,8,8,0,0,3,0,3,0,3,0,7,0,0,3,1,23,95,22,505,102,286,3.32,3,7,3.09,4,5,1,22,23,106,6,1,180,55,1,1,1029,187,10,14,12,44,55.8%,6,5,77,9,2,11,20,4,34,6,2,0,0,0,0,0,28,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,10,68,480,81,468,69,27.1%,76.8%,200,168,20,205,267,33,55.0%,80,0,3,41,20,20,18,6,2.88,0.44,2.88,0.44,3.32,16,2,0.09,39,0.32,0.32,33.7%,31,431,332,24,332,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:1jw8ni6v99xnlou4wf0j47dnt,Canadian Premier League 2021 (Canada)
1,8ipv2tlducl1y5qq8c8f4pdk9,212915,V. Neufville,Vashon Neufville,Left Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,193101,Vashon,Neufville,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Atlético Ottawa,13,785,22,3,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,24,270,136,70,0.17,0,1,0.06,0,0,1,1,2,29,3,2,50,14,1,1,508,47,8,11,12,50,65.5%,15,10,52,2,7,5,2,6,6,0,1,0,0,0,0,0,16,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,6,11,114,197,197,10,40.7%,76.3%,110,25,71,33,136,101,50.0%,6,0,0,15,38,38,8,4,0.17,0,0.17,0,0.17,1,3,0.09,2,0,0,28.0%,7,429,338,11,338,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:8ipv2tlducl1y5qq8c8f4pdk9,Canadian Premier League 2021 (Canada)
1,6yyscicx9ok5edd9iuoafuoyx,254934,Raúl Uche,Raúl Uche Rubio,Centre Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,230385,Raúl,Uche Rubio,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Atlético Ottawa,11,510,24,4,5,0,3,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,24,6,131,51,50,0.65,0,0,0.23,0,0,1,6,7,10,1,1,24,3,0,0,217,32,1,6,1,10,53.8%,2,2,18,3,1,2,3,2,6,5,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,6,89,23,105,26,13.7%,77.1%,63,29,9,43,77,11,25.0%,12,0,0,2,6,6,2,2,0.31,0.33,0.31,0.33,0.65,7,0,0.06,10,0,0,31.5%,10,423,337,12,337,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:6yyscicx9ok5edd9iuoafuoyx,Canadian Premier League 2021 (Canada)
1,db3mtdls95klppptl1n96ezf9,92036,K. Porter,Kyle Porter,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,92442,Kyle,Porter,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,19,652,31,13,5,0,4,3,1,2,5,3,2,1,0,0,1,0,1,0,0,0,0,1,1,0,2,4,50,13,239,72,104,1.34,1,0,0.91,1,2,3,4,7,16,1,0,47,9,0,0,366,48,4,7,5,22,45.8%,6,3,30,0,1,7,2,2,7,1,1,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,8,132,58,176,16,31.8%,73.6%,96,52,28,68,135,36,53.3%,30,0,1,20,13,13,7,2,0.61,0.73,0.61,0.73,1.34,7,0,0.1,14,0.2,0,32.2%,12,431,335,13,335,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:db3mtdls95klppptl1n96ezf9,Canadian Premier League 2021 (Canada)
1,ezyu9w01guirieddjudeln1lh,226320,A. Zebie,Allan Zebie,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,209503,Allan,Zebie,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,11,458,28,4,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,13,176,93,59,0.04,0,0,0,0,0,0,0,0,1,0,0,29,1,0,0,248,29,7,14,8,34,70.0%,4,1,23,1,2,8,1,0,2,0,1,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,3,23,74,151,1,27.8%,86.4%,106,12,34,13,120,43,40.0%,10,0,0,0,20,20,11,3,0.04,0,0.04,0,0.04,0,1,0.04,1,-,-,33.4%,8,244,182,1,182,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:ezyu9w01guirieddjudeln1lh,Canadian Premier League 2021 (Canada)
1,6mmfo5q4m9zdbpl1cgqv5muhh,166464,K. Alemán,Keven Steven Alemán Bustos,Centre Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,164958,Keven Steven,Alemán Bustos,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Valour,22,1324,27,7,11,0,10,4,6,1,4,8,6,2,1,1,2,0,1,1,1,0,0,0,2,0,16,2,62,11,529,185,271,2.3,2,3,2.95,3,5,11,18,29,79,2,1,118,43,7,1,876,97,8,22,13,45,75.0%,1,0,69,3,4,12,6,11,23,3,5,0,0,0,0,0,18,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,16,29,275,114,487,21,24.8%,86.2%,290,112,54,141,330,58,26.3%,19,0,1,36,18,18,20,7,1.27,1.03,1.27,1.03,1.51,26,1,0.1,23,0.33,0.33,32.0%,22,491,353,29,353,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:6mmfo5q4m9zdbpl1cgqv5muhh,Canadian Premier League 2021 (Canada)
1,334ys3md0ycavngg26g75yi21,244513,M. Baldisimo,Matthew Baldisimo,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,244406,Matthew,Baldisimo,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,4,57,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,35,11,16,0,0,0,0.04,0,0,0,1,1,1,0,0,3,0,0,0,46,7,1,1,0,4,66.7%,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,11,27,0,31.4%,77.1%,19,4,4,5,24,6,100.0%,1,0,0,1,4,4,0,0,0,0,0,0,0,1,1,-,0,0,0,35.3%,1,111,71,1,71,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:334ys3md0ycavngg26g75yi21,Canadian Premier League 2021 (Canada)
1,3hebpt7rddccp0powpyfwri7d,244528,T. Campbell,Terran Campbell,Right Attacking Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,243961,Terran,Campbell,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Pacific,24,1447,23,7,12,2,16,15,1,6,4,18,2,14,1,1,0,0,9,0,7,2,9,4,6,1,16,5,84,11,390,98,197,8.67,9,5,2.81,15,3,3,17,20,58,4,0,84,22,1,0,712,118,11,19,9,41,85.7%,2,1,56,13,1,8,2,0,9,6,2,0,0,0,0,0,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,12,35,344,64,304,77,19.0%,75.6%,154,115,26,156,202,32,44.7%,47,0,7,22,14,14,19,8,7.1,1.57,7.1,1.57,7.89,15,0,0.2,44,0.27,0.27,37.9%,29,405,283,26,283,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:3hebpt7rddccp0powpyfwri7d,Canadian Premier League 2021 (Canada)
