Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Season,seasonId,scatterId,scatterExtra
1,d3uo72swkorck8mo41kv1yp61,232298,D. Krutzen,Daniel Krutzen,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,423548,Daniel,Krutzen,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,15,1245,25,1,1,1,4,3,1,2,1,4,2,0,1,1,3,0,2,0,0,0,2,1,1,0,4,0,94,41,947,482,330,1.59,2,1,0.89,1,1,0,7,7,3,0,0,54,2,0,0,1118,29,10,14,29,81,75.0%,27,12,102,2,4,5,0,2,3,1,6,0,1,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,72,450,596,16,43.0%,85.7%,469,31,312,43,539,365,74.2%,31,0,1,6,53,53,25,3,0.03,1.56,0.03,1.56,0.8,6,8,0.14,11,0.17,0.2,34.1%,15,274,226,17,226,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:d3uo72swkorck8mo41kv1yp61,Canadian Premier League 2021 (Canada)
1,368zrfhpvljc7rvzkl1v0x1bd,567931,A. Samake,Abdoulaye Samake,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,199139,Abdoulaye,Samake,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,22,1912,25,0,3,0,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,100,59,1495,977,359,0.9,0,1,0.31,1,0,2,4,6,1,0,0,83,1,0,0,1692,59,13,21,28,113,85.0%,48,16,111,6,9,6,1,7,3,1,6,0,0,0,0,0,24,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,2,21,886,785,13,37.0%,89.4%,657,4,675,9,741,745,52.9%,70,0,0,0,90,90,22,1,0,0.9,0,0.9,0.9,5,10,0.11,8,-,-,37.3%,6,411,300,9,300,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:368zrfhpvljc7rvzkl1v0x1bd,Canadian Premier League 2021 (Canada)
1,8xiikcvufow3u6jo0opzhtip5,326906,R. Boskovic,Robert Boskovic,Left Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,243903,Robert,Boskovic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Pacific,4,116,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,98,48,31,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,114,4,0,2,3,7,66.7%,2,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,46,66,0,43.9%,80.6%,47,2,30,2,56,40,50.0%,2,0,0,0,4,4,3,0,0,0,0,0,0,0,0,-,0,-,-,34.6%,2,139,104,1,104,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:8xiikcvufow3u6jo0opzhtip5,Canadian Premier League 2021 (Canada)
1,d9fii53ahtb9ptnn8diw4sijt,500583,N. Apostol,Nicolas Apostol,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,244408,Nicolas,Apostol,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,5,138,22,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,5,42,17,9,0.34,0,0,0,1,0,0,0,0,4,0,0,18,2,1,0,83,12,0,6,2,11,75.0%,2,0,4,0,0,6,4,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,27,25,31,3,52.4%,61.9%,14,6,6,8,19,15,75.0%,4,0,0,2,6,6,3,2,0.34,0,0.34,0,0.34,0,0,0.34,1,0,0,42.8%,0,177,112,1,112,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:d9fii53ahtb9ptnn8diw4sijt,Canadian Premier League 2021 (Canada)
1,8e1nhx9eytr8now1kr0088auh,503543,N. Higgins,Nyal Higgins,Left Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,424932,Nyal,Higgins,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Atlético Ottawa,8,458,23,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,15,261,180,53,0.05,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,312,14,3,4,6,34,77.8%,21,10,20,0,4,3,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,0,0,4,180,128,1,27.6%,89.3%,114,1,118,2,125,134,40.0%,10,0,0,0,31,31,2,1,0,0.05,0,0.05,0.05,0,5,0.05,1,-,-,32.0%,5,244,202,3,202,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:8e1nhx9eytr8now1kr0088auh,Canadian Premier League 2021 (Canada)
1,b6aw65sbptx2dlqsfx64x59m1,299030,A. Ricci,Austin Ricci,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,423281,Austin,Ricci,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,16,1187,25,1,10,1,14,13,1,4,2,13,4,7,0,0,0,0,4,1,5,0,2,1,2,3,4,20,52,7,172,33,80,4.89,5,2,1.24,10,2,1,8,9,42,9,3,68,23,3,2,412,71,7,9,3,28,80.0%,9,5,29,11,1,10,9,0,15,6,8,0,0,0,0,0,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,10,19,211,26,175,69,22.7%,65.7%,74,36,3,61,105,6,26.3%,19,0,3,9,11,11,9,8,3.62,1.27,3.62,1.27,4.89,7,2,0.15,33,0.11,0.11,29.9%,16,325,262,17,262,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:b6aw65sbptx2dlqsfx64x59m1,Canadian Premier League 2021 (Canada)
1,1yufrkhruoxnyg54sxgduilt5,322426,J. Esua,Jeannot Esua,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,423654,Jeannot,Esua,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,18,1078,25,10,2,0,3,0,3,1,0,5,2,3,0,0,0,0,0,1,1,0,1,0,0,1,2,5,50,23,349,129,147,0.4,1,0,0.95,0,1,0,11,11,37,0,0,49,18,0,0,644,36,1,10,14,50,64.7%,21,11,76,2,1,4,1,4,2,1,0,0,0,0,0,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,8,3,228,177,239,19,26.6%,79.1%,124,93,59,105,158,86,72.2%,18,0,0,58,41,41,9,0,0.36,0.04,0.36,0.04,0.4,11,1,0.04,9,0.21,0.21,34.1%,14,326,260,15,260,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:1yufrkhruoxnyg54sxgduilt5,Canadian Premier League 2021 (Canada)
1,11fnw0grmhiwnqc6xg7xjlasp,536328,T. Shaw,Tevin Shaw,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,425758,Tevin,Shaw,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,17,808,24,9,4,0,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,42,21,375,211,101,0.83,0,1,0.6,1,1,0,3,3,9,0,0,74,5,1,1,529,67,16,22,20,79,77.6%,21,9,55,4,7,16,2,3,6,0,0,0,0,1,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,7,53,167,309,11,24.0%,83.2%,209,22,81,27,253,95,50.0%,40,0,0,2,49,49,23,7,0.05,0.77,0.05,0.77,0.83,2,3,0.14,6,0,0,29.2%,14,558,445,8,445,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:11fnw0grmhiwnqc6xg7xjlasp,Canadian Premier League 2021 (Canada)
1,246l8ttdytxycwsbi5sg12ei,336188,D. Klomp,Daan Klomp,Right Centre Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,429310,Daan,Klomp,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Cavalry,22,1966,23,0,1,2,6,5,1,2,0,6,0,2,0,0,0,0,3,0,0,2,4,3,0,1,1,4,141,66,1291,697,387,1.92,3,0,0.6,1,1,1,3,4,22,4,0,124,12,1,0,1671,81,20,30,48,162,79.4%,61,29,151,7,4,11,1,6,4,0,6,0,0,0,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,2,11,175,712,784,30,42.8%,84.0%,570,74,440,86,684,521,64.6%,79,0,1,11,125,125,28,9,0.55,1.37,0.55,1.37,1.92,4,13,0.14,14,0,0,39.1%,26,405,268,35,268,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:246l8ttdytxycwsbi5sg12ei,Canadian Premier League 2021 (Canada)
1,83d29e64znddf9kkyo62u4g6h,560974,N. Verhoeven,Noah Verhoeven,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,424288,Noah,Verhoeven,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,23,1784,22,2,9,0,4,1,3,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,97,22,831,280,432,0.61,0,3,1.81,1,2,9,13,22,29,0,0,57,18,3,2,1059,78,12,13,7,37,43.1%,5,2,89,1,1,6,1,3,8,2,6,0,0,0,0,0,26,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,17,248,159,652,11,38.0%,85.7%,510,108,94,137,574,120,16.7%,12,0,0,58,20,20,12,5,0.5,0.11,0.5,0.11,0.61,19,0,0.07,9,0.29,0.36,32.4%,31,434,474,24,474,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:83d29e64znddf9kkyo62u4g6h,Canadian Premier League 2021 (Canada)
1,4le816q3ac1isre8sala3iwyy,618724,S. Rea,Sean Rea,Left Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,427374,Sean,Rea,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Valour,21,1039,19,9,11,0,4,1,3,2,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,4,52,11,283,83,137,0.66,1,4,2.09,0,3,6,12,18,41,4,1,46,16,4,2,496,70,6,11,6,26,63.0%,3,0,59,4,2,3,3,2,6,6,6,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,19,221,67,208,21,29.0%,77.7%,111,76,33,101,143,39,20.0%,10,0,0,34,14,14,6,6,0.34,0.32,0.34,0.32,0.66,14,1,0.06,11,0.29,0.35,30.7%,15,436,347,16,347,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:4le816q3ac1isre8sala3iwyy,Canadian Premier League 2021 (Canada)
1,98ajoa650l9wzwuur2ibzo6ad,226305,A. Baquero,Andy Baquero Ruiz,Right Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,212707,Andy,Baquero Ruiz,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Valour,21,1664,27,4,4,0,5,3,2,2,5,7,4,3,0,0,1,0,0,1,1,0,0,0,0,1,2,10,105,51,961,458,347,1.13,1,0,0.65,1,0,6,7,13,32,0,0,90,17,4,3,1402,96,27,26,34,117,69.7%,28,11,120,5,10,16,3,4,6,3,8,0,0,0,0,0,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,2,21,288,475,639,16,36.8%,83.8%,433,121,251,153,501,307,50.0%,14,0,0,31,83,83,27,7,0.97,0.16,0.97,0.16,1.13,13,4,0.06,19,0.23,0.18,30.9%,20,443,335,23,335,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:98ajoa650l9wzwuur2ibzo6ad,Canadian Premier League 2021 (Canada)
1,upib1k4jf41nogwoduyqpw4p,306834,J. Grant,Jonathan Grant,Right Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,202589,Jonathan,Grant,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Forge,19,1279,28,4,8,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,110,24,641,186,321,0.28,0,1,1.16,0,2,0,5,5,41,4,0,68,14,2,1,1009,70,8,18,20,70,74.3%,22,8,73,10,2,7,3,6,3,3,6,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,18,10,340,212,457,31,40.2%,79.1%,298,140,69,179,363,99,51.6%,31,0,0,31,52,52,12,6,0.24,0.05,0.24,0.05,0.28,4,7,0.05,6,0.16,0.17,37.8%,23,300,240,34,240,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:upib1k4jf41nogwoduyqpw4p,Canadian Premier League 2021 (Canada)
1,57euk9qqlxfnym38p12cpmml1,235704,H. Gorskie,Hunter Gorskie,Defensive Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,186120,Hunter,Gorskie,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Edmonton,23,1865,30,2,6,0,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,113,46,974,438,377,0.33,0,0,1.07,0,1,2,10,12,7,1,1,104,7,0,0,1195,74,11,11,26,73,59.5%,25,15,117,3,5,24,2,13,20,0,3,0,0,0,0,0,31,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,10,98,396,701,14,42.3%,83.7%,516,48,251,62,606,306,70.0%,60,0,0,7,44,44,25,4,0.07,0.27,0.07,0.27,0.33,12,14,0.05,7,0,0,33.0%,29,462,363,13,363,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:57euk9qqlxfnym38p12cpmml1,Canadian Premier League 2021 (Canada)
1,3ucemntfw84vk7op9z7wnf36d,244210,N. Wirth,Nolan Wirth,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,428321,Nolan,Wirth,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,3,193,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,40,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,1,0.0%,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,0,3,0,0,1,1,0,0,3,3,0,2,0,0,2,0,0,0,0,3,0,0,0,54,1,0,42.5%,80.0%,1,0,31,0,1,39,-,0,1.47,0,0,1,1,0,0,0,0,0,0,0,0,0,-,0,-,-,35.7%,0,151,129,2,129,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:3ucemntfw84vk7op9z7wnf36d,Canadian Premier League 2021 (Canada)
1,cusim5b0lb4yc0sz00d7is73d,486550,R. Romeo,Antonio Rocco Romeo,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,224750,Antonio Rocco,Romeo,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,14,1259,21,0,0,0,4,4,0,2,0,6,1,0,0,0,0,0,2,0,0,1,3,3,0,1,1,3,66,38,742,512,126,1.65,2,0,0.09,2,0,1,2,3,3,0,0,51,2,0,0,890,38,6,10,14,88,72.7%,58,25,68,2,5,9,1,1,1,2,4,0,0,1,0,0,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,23,2,3,22,601,267,16,37.5%,86.0%,213,2,423,5,249,488,66.7%,45,0,1,1,78,78,10,0,0,1.65,0,1.65,1.65,3,9,0.14,12,0,0,36.0%,7,294,208,7,208,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:cusim5b0lb4yc0sz00d7is73d,Canadian Premier League 2021 (Canada)
1,2xr4zmz44j3klssbanayqqy21,311488,M. Kapor,Milovan Kapor,Right Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,206339,Milovan,Kapor,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Atlético Ottawa,21,1756,30,1,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,85,34,917,636,162,0.42,0,0,0.57,0,1,1,0,1,2,0,0,46,2,0,0,1093,55,10,7,31,111,68.0%,62,30,59,5,6,6,0,4,2,0,3,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,0,2,20,667,406,11,32.5%,87.0%,343,7,448,9,388,520,41.2%,51,0,0,1,102,102,9,0,0,0.42,0,0.42,0.42,1,14,0.06,7,0,0,29.5%,6,527,397,8,397,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:2xr4zmz44j3klssbanayqqy21,Canadian Premier League 2021 (Canada)
1,2s3yfb7n14fdespzya1rg9iax,169983,Eriks Santos,Eriks de Souza Santos Pereira,Left Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,209929,Eriks,de Souza Santos Pereira,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,HFX Wanderers,16,1257,25,2,2,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,76,51,621,341,153,0.47,0,0,0.03,1,0,1,0,1,4,0,0,62,3,1,0,803,45,12,18,22,94,66.7%,40,25,95,2,8,8,0,4,3,0,5,0,0,0,0,0,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,2,22,438,343,8,51.7%,79.5%,245,5,244,9,298,314,68.8%,32,0,0,3,81,81,13,0,0,0.47,0,0.47,0.47,1,6,0.09,5,0,0,31.7%,8,441,314,11,314,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:2s3yfb7n14fdespzya1rg9iax,Canadian Premier League 2021 (Canada)
1,bxbh5i1uqhe22e2cft5x6fl2i,765154,C. N'Sa,Chrisnovic N'Sa,Right Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,425644,Chrisnovic,N'Sa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,York United,22,1913,22,1,1,0,3,1,2,6,0,10,1,5,0,0,0,0,1,0,0,1,3,1,0,0,5,4,72,39,657,325,221,1.45,1,0,0.35,1,0,0,8,8,31,2,1,135,17,3,1,1121,101,17,35,29,137,75.4%,51,21,122,8,15,12,5,20,16,2,6,0,0,0,0,0,25,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,4,16,214,441,466,43,36.8%,83.1%,293,78,175,103,337,217,50.0%,50,0,1,20,111,111,24,2,0.59,0.86,0.59,0.86,1.45,8,10,0.08,19,0.45,0.45,33.3%,19,397,423,23,423,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:bxbh5i1uqhe22e2cft5x6fl2i,Canadian Premier League 2021 (Canada)
1,76lz7mhivihluvwrvf2rmdlnt,563929,J. Ruby,Jake Ruby,Left Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,421816,Jake,Ruby,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,HFX Wanderers,16,1246,21,2,3,0,2,1,1,2,0,2,0,2,0,0,0,0,1,0,1,1,2,1,0,0,0,1,46,33,509,251,179,0.32,1,1,1.12,0,1,0,13,13,13,0,0,85,8,3,1,823,49,6,37,32,113,78.2%,34,14,82,1,5,3,3,5,4,1,3,0,0,0,0,0,18,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,10,166,315,342,18,35.2%,84.5%,212,72,146,87,248,174,61.1%,36,0,0,11,88,88,22,3,0.32,0,0.32,0,0.32,12,5,0.05,6,0,0,32.3%,12,324,229,17,229,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:76lz7mhivihluvwrvf2rmdlnt,Canadian Premier League 2021 (Canada)
1,81ggmgps5zcnafmhlv9f0osiy,573745,A. Caceres,Antony Caceres,Defensive Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425687,Antony,Caceres,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Edmonton,10,272,21,8,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,92,35,37,0.17,0,0,0.06,0,0,0,1,1,10,2,0,17,5,0,0,138,18,6,3,3,12,75.0%,0,0,23,2,0,1,0,0,1,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,40,35,63,7,25.0%,78.3%,31,23,18,28,40,24,100.0%,2,0,0,1,6,6,5,1,0.17,0,0.17,0,0.17,1,0,0.09,2,0,0,31.1%,5,253,169,5,169,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:81ggmgps5zcnafmhlv9f0osiy,Canadian Premier League 2021 (Canada)
1,zrowi3rzq9fndgtn1qozene1,563932,J. Hernández,José Hernández,Left Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,421828,José,Hernández,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Cavalry,16,402,21,14,3,0,4,4,0,1,1,6,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,7,23,9,125,33,60,0.81,0,0,0.31,1,0,1,5,6,38,2,0,46,19,0,0,259,35,5,3,3,15,66.7%,4,2,16,7,0,0,4,2,8,1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,7,126,30,103,25,23.2%,74.4%,37,48,8,63,52,10,62.5%,8,0,0,6,7,7,8,0,0.75,0.06,0.75,0.06,0.81,6,1,0.07,12,0,0,41.1%,6,324,212,14,212,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:zrowi3rzq9fndgtn1qozene1,Canadian Premier League 2021 (Canada)
1,c8svt3yazcfaq478j0cpbmbfu,626833,K. Yao,Karifa Yao,Central Defender,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,427386,Karifa,Yao,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Cavalry,23,1855,21,2,2,0,1,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,86,49,1128,833,160,1.48,0,0,0.17,2,0,1,2,3,16,0,0,146,11,0,0,1430,74,26,35,26,156,82.4%,68,36,128,2,10,9,0,10,7,1,6,0,1,2,0,0,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,8,39,841,550,16,29.0%,88.0%,416,8,569,15,479,634,65.9%,88,0,0,0,128,128,28,0,0,1.48,0,1.48,1.48,3,16,0.18,8,-,-,40.2%,5,450,287,6,287,Canadian Premier League 2021 (Canada),a7m2aoup9b8iaz871b2ep5wr8,a7m2aoup9b8iaz871b2ep5wr8:c8svt3yazcfaq478j0cpbmbfu,Canadian Premier League 2021 (Canada)
