Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
325,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Left Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,HFX Wanderers,1,90,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,15,25,0.04,0,0,0.04,0,0,0,1,1,2,0,0,8,2,1,1,66,2,2,3,0,6,83.3%,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,14,31,1,31.7%,97.6%,24,11,5,12,24,5,100.0%,1,0,0,3,5,5,1,0,0,0.04,0,0.04,0.04,1,0,0.04,1,0,0,14.3%,0,15,17,3,17,,ATO vs HFX,false,true,true,false,false,2021-09-11,bjmltjwcfo38r1j5mtdzhki6s,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,1,Played,W 2-1,2227617,ATO vs HFX (2021-09-11)
325,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Left Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,HFX Wanderers,1,90,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,51,21,23,0.03,0,0,0.09,0,0,0,1,1,2,2,2,6,2,0,0,78,5,0,3,1,5,100.0%,1,0,7,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,20,40,3,45.1%,86.3%,30,5,9,6,33,12,0.0%,2,0,0,6,3,3,2,0,0.03,0,0.03,0,0.03,1,0,0.03,1,0.33,0.5,29.0%,0,18,15,2,15,,YRK vs HFX,false,true,false,true,false,2021-09-18,bk4rxdq85q9prkfa6ugzf3eac,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,0,0,Played,T 0-0,2227624,YRK vs HFX (2021-09-18)
325,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Left Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,HFX Wanderers,1,90,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,56,20,27,0.03,0,0,0.08,0,0,1,0,1,0,0,0,5,0,0,0,79,3,2,1,2,5,60.0%,0,0,8,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,23,38,0,37.5%,83.9%,31,6,10,8,34,14,-,0,0,0,5,4,4,1,0,0.03,0,0.03,0,0.03,1,0,0.03,1,0.2,0,18.9%,1,17,15,0,15,,HFX vs ATO,true,false,true,false,false,2021-09-29,bkyg4bb4imc666uo8qhw1cr9w,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,1,Played,W 2-1,2227634,HFX vs ATO (2021-09-29)
325,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Centre Attacking Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Forge,1,32,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,11,12,0,0,0,0.05,0,0,0,1,1,0,0,0,3,0,0,0,31,2,1,2,1,4,75.0%,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,1,19.2%,88.5%,14,3,6,4,16,6,-,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,-,0,0,0,28.6%,0,10,9,1,9,,FOR vs VAL,true,false,false,false,true,2021-06-27,18xt7jlww03dhgcxb0m1wyln8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,0,2,Played,L 0-2,2208272,FOR vs VAL (2021-06-27)
325,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,41,12,20,0.08,0,0,0.06,0,0,1,0,1,1,0,0,4,1,0,0,60,7,0,2,5,7,66.7%,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,9,28,1,29.3%,78.0%,15,14,3,16,18,7,33.3%,3,0,0,1,2,2,5,0,0.08,0,0.08,0,0.08,1,0,0.08,1,1,-,25.6%,2,21,7,0,7,,FOR vs EDM,true,false,true,false,false,2021-07-15,1kkx9yjx8wwafdcnlhi7z5hck,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,1,0,Played,W 1-0,2208291,FOR vs EDM (2021-07-15)
325,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,41,21,15,0.16,0,0,0.04,0,0,0,1,1,1,1,1,5,1,0,0,54,5,1,3,0,5,100.0%,1,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,11,30,3,9.8%,87.8%,25,6,5,8,28,5,0.0%,2,0,0,0,4,4,1,0,0.16,0,0.16,0,0.16,1,0,0.16,1,-,-,31.6%,2,23,18,2,18,,FOR vs CAV,true,false,false,false,true,2021-07-23,1l63xsgnweit7ko6ml8nyryms,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,2,Played,L 1-2,2208299,FOR vs CAV (2021-07-23)
325,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,66,17,33,0,0,0,0.04,0,0,0,1,1,6,0,0,8,3,0,0,87,11,1,2,1,4,42.9%,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,22,8,57,1,31.8%,75.8%,37,9,4,14,47,5,66.7%,3,0,0,0,1,1,3,0,0,0,0,0,0,1,1,-,0,-,-,48.3%,4,23,18,2,18,,HFX vs FOR,false,true,false,false,true,2021-09-03,bj38bejk7gxvpoqzdgiamwvmc,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,0,2,Played,L 0-2,2227610,HFX vs FOR (2021-09-03)
325,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,60,13,42,0.04,0,1,0.4,0,1,0,1,1,2,0,0,6,2,1,1,76,1,2,1,0,4,100.0%,1,0,4,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,1,52,1,35.0%,91.7%,44,11,0,14,46,0,-,0,0,0,1,1,1,2,1,0.04,0,0.04,0,0.04,0,0,0.04,1,0,0,33.3%,2,12,10,3,10,,ATO vs FOR,false,true,true,false,false,2021-09-08,bjh5cd3xcffegfheww9qxxfkk,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,1,0,Played,W 1-0,2227615,ATO vs FOR (2021-09-08)
325,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Right Wing Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Wing Back,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,45,17,19,0,0,0,0.04,0,0,0,1,1,2,0,0,7,1,0,0,77,4,3,1,6,12,66.7%,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,23,45,0,35.6%,80.0%,24,6,6,7,31,7,50.0%,2,0,0,0,9,9,3,0,0,0,0,0,0,1,0,-,0,-,-,16.2%,3,19,12,0,12,,FOR vs PAC,true,false,true,false,false,2021-09-25,bksny6dxmf724sqdloqb8cqok,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,2,1,Played,W 2-1,2227632,FOR vs PAC (2021-09-25)
325,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Left Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Atlético Ottawa,1,45,27,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17,8,7,0.01,0,0,0.08,0,0,0,1,1,0,0,0,3,0,0,0,27,3,2,0,1,3,66.7%,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,22,0,17.6%,88.2%,14,1,0,1,16,0,-,0,0,0,1,0,0,2,1,0.01,0,0.01,0,0.01,1,0,0.01,1,0,0,24.0%,3,29,14,1,14,,ATO vs CAV,true,false,false,false,true,2021-07-01,193x4p4nem64u53gfnq0gd444,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,4,Played,L 1-4,2208275,ATO vs CAV (2021-07-01)
325,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Centre Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Atlético Ottawa,1,70,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,9,11,0,0,0,0.03,0,0,0,1,1,1,0,0,0,0,0,0,25,2,0,0,1,1,-,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,18,0,22.7%,90.9%,14,4,2,5,15,2,-,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-,0,-,-,32.4%,1,19,23,1,23,,CAV vs ATO,false,true,true,false,false,2021-07-12,19v3o8orvyaropzt4wsdefaqc,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,2,0,Played,W 2-0,2208288,CAV vs ATO (2021-07-12)
325,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Centre Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Atlético Ottawa,1,66,27,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,30,14,12,0.1,0,0,0.06,0,0,0,1,1,0,0,0,1,0,0,0,36,4,0,0,0,0,0.0%,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,5,24,2,16.7%,86.7%,22,2,2,5,23,2,-,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,1,1,0.1,1,-,-,16.7%,2,18,14,3,14,,ATO vs VAL,true,false,false,false,true,2021-07-15,1knc81h5rkerft2vsssq7i7mc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,0,1,Played,L 0-1,2208292,ATO vs VAL (2021-07-15)
325,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,25,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,7,4,0,0,0,0.04,0,0,1,0,1,0,0,0,1,0,0,0,18,0,0,1,1,2,100.0%,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,10,0,25.0%,68.8%,4,2,5,2,8,6,-,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,-,0,-,-,21.7%,0,27,15,1,15,,PAC vs ATO,false,true,false,false,true,2021-07-22,1l3n94zz0ewd37jf9pf98dr10,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,2,4,Played,L 2-4,2208298,PAC vs ATO (2021-07-22)
325,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Defensive Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Atlético Ottawa,1,44,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,13,7,0,0,1,0.08,0,0,1,0,1,0,0,0,0,0,0,0,27,3,0,0,1,1,0.0%,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,7,18,0,27.3%,90.9%,14,1,5,1,14,7,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-,0,1,-,27.8%,2,22,10,0,10,,HFX vs ATO,false,true,false,false,true,2021-08-02,bh64ga8ole5qs4ab5wsgh7504,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,1,2,Played,L 1-2,2227578,HFX vs ATO (2021-08-02)
325,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,22,27,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,9,1,0.07,0,1,0.07,0,0,1,0,1,0,0,0,1,0,0,0,15,2,0,0,0,1,0.0%,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,7,1,9.1%,90.9%,6,0,4,0,7,4,-,0,0,0,0,1,1,0,0,0.04,0.04,0.04,0.04,0.07,0,0,0.04,2,-,-,37.0%,0,22,17,0,17,,ATO vs YRK,true,false,false,true,false,2021-09-01,bixjn30y3irivj0xir7eo7rbo,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2227608,ATO vs YRK (2021-09-01)
325,etxxyk4izi97gchj7fo58ogd1,159439,A. Jean-Baptiste,Andrew Jean-Baptiste,Right Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,110665,Andrew,Jean-Baptiste,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Valour,1,90,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9,7,53,29,8,0.31,1,0,0.04,1,0,0,1,1,0,0,0,2,0,0,0,66,4,1,0,1,6,100.0%,3,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,31,1,50.9%,69.8%,19,0,18,0,27,26,50.0%,2,0,1,1,4,4,2,0,0,0.31,0,0.31,0.31,1,0,0.31,1,1,1,36.4%,0,26,17,1,17,,YRK vs VAL,false,true,false,false,true,2021-07-08,19ikiqyi1nvumewnbox4kyihg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Valour,York United,YRK,1,2,Played,L 1-2,2208283,YRK vs VAL (2021-07-08)
325,bwozu57m3yt2hypmbqe1hlbyt,313308,M. Dyer,Moses Dyer,Defensive Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,210152,Moses,Dyer,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Valour,1,68,24,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,34,16,14,0.09,0,0,0.42,0,1,0,1,1,3,0,0,5,3,1,1,47,3,0,1,2,3,100.0%,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,9,31,1,29.4%,88.2%,22,3,5,4,24,6,0.0%,1,0,0,0,2,2,1,0,0.03,0.06,0.03,0.06,0.09,1,0,0.05,2,-,-,14.3%,4,19,23,2,23,,VAL vs HFX,true,false,true,false,false,2021-06-30,191wl8nypey86wqfcks18lkb8,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,2,0,Played,W 2-0,2208274,VAL vs HFX (2021-06-30)
325,bwozu57m3yt2hypmbqe1hlbyt,313308,M. Dyer,Moses Dyer,Defensive Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,210152,Moses,Dyer,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Valour,1,76,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,48,25,14,0,0,1,0.05,0,0,0,1,1,2,0,0,11,2,0,0,61,1,2,3,1,6,83.3%,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,20,39,0,29.2%,81.3%,26,1,12,2,30,16,-,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,-,0,-,-,38.2%,1,23,6,0,6,,VAL vs YRK,true,false,true,false,false,2021-07-18,1kyqwhz3edy7fn93842fh4pas,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Valour,York United,YRK,3,0,Played,W 3-0,2208296,VAL vs YRK (2021-07-18)
325,bwozu57m3yt2hypmbqe1hlbyt,313308,M. Dyer,Moses Dyer,Left Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,210152,Moses,Dyer,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Valour,1,90,24,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,36,16,15,0.1,0,0,0.04,0,0,0,1,1,2,0,0,5,1,0,0,53,7,0,0,0,3,-,3,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,16,5,32,6,33.3%,86.1%,25,4,2,6,28,2,16.7%,6,0,0,0,3,3,0,0,0.06,0.04,0.06,0.04,0.1,1,0,0.03,3,-,-,27.0%,0,19,22,2,22,,VAL vs EDM,true,false,false,false,true,2021-09-08,bjegaiur5e010mjirpt3cpmhg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,0,3,Played,L 0-3,2227614,VAL vs EDM (2021-09-08)
325,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,1,63,23,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,4,7,0.09,0,0,0.04,0,0,0,1,1,2,0,0,9,1,0,0,37,11,1,0,0,1,50.0%,0,0,3,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,1,19,2,21.4%,78.6%,7,3,1,4,9,1,80.0%,5,0,0,0,0,0,0,1,0,0.09,0,0.09,0.09,1,0,0.04,2,-,-,41.0%,2,9,10,1,10,,EDM vs ATO,true,false,false,false,true,2021-06-26,18o1gqawfartt7bvr61uhr40k,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,0,1,Played,L 0-1,2208270,EDM vs ATO (2021-06-26)
325,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,1,67,23,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,20,3,11,0.08,0,1,0.05,0,0,0,1,1,3,1,0,5,1,0,0,32,6,1,0,0,2,100.0%,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,18,1,13,6,25.0%,70.0%,6,8,0,11,9,0,66.7%,3,0,0,0,1,1,1,0,0.08,0,0.08,0,0.08,0,0,0.04,2,-,-,31.0%,2,11,17,1,17,,HFX vs EDM,false,true,false,false,true,2021-07-10,19owlil0qx3o2d0k3bkf1g7bo,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,2,Played,L 1-2,2208285,HFX vs EDM (2021-07-10)
