Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
1,6d56vy4w9i65ye4c5t5txgkix,491595,T. Borges,Tristan Daniel Borges,Centre Attacking Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,225058,Tristan Daniel,Borges,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Forge,1,90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,5,9,0,0,0,0.05,0,0,0,2,2,4,1,1,10,4,0,0,46,7,1,0,1,2,50.0%,0,0,4,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,21,5,20,3,38.9%,77.8%,6,5,3,6,9,3,33.3%,3,0,0,4,1,1,0,1,0,0,0,0,0,2,0,-,0,0,0,33.3%,2,30,27,1,27,,CAV vs FOR,false,true,true,false,false,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,0,Played,W 1-0,2031832,CAV vs FOR (2019-11-02)
1,6rsihixcpnuyulgk4giwpzvth,166447,D. Samuel,Dominic Samuel,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,228121,Dominic,Samuel,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,2,8,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,42,6,2,3,1,8,100.0%,2,2,3,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,22,13,1,64.7%,58.8%,5,2,3,3,7,7,0.0%,1,0,0,0,5,5,3,0,0,0,0,0,0,0,1,-,0,-,-,33.3%,1,30,27,1,27,,CAV vs FOR,false,true,true,false,false,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,0,Played,W 1-0,2031832,CAV vs FOR (2019-11-02)
1,cdaayu6d9xzn4gyn5jg5p6vl6,290490,T. Henry,Triston Henry,Goalkeeper,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,481567,Triston,Henry,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Forge,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,29,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,0,2,0,1,0,0,1,0,0,1,2,0,0,0,36,0,0,96.6%,34.5%,0,0,10,0,0,29,100.0%,1,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,33.3%,0,30,27,1,27,,CAV vs FOR,false,true,true,false,false,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,0,Played,W 1-0,2031832,CAV vs FOR (2019-11-02)
1,egpxg7krmp9behb4xcmiiwyjt,259864,G. Frano,Giuliano Frano,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,211795,Giuliano,Frano,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,1,4,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0%,50.0%,1,0,0,0,2,0,50.0%,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,33.3%,0,30,27,0,27,,CAV vs FOR,false,true,true,false,false,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,0,Played,W 1-0,2031832,CAV vs FOR (2019-11-02)
1,86tz9u1o9o5u0lbyycyd3df4l,34537,N. Ledgerwood,Nikolas Ledgerwood,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,37057,Nikolas,Ledgerwood,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,27,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,36,6,2,2,2,6,80.0%,0,0,7,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,8,25,0,29.6%,51.9%,11,2,1,2,21,4,0.0%,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,-,0,-,-,61.7%,3,8,8,3,8,,CAV vs FOR,true,false,false,false,true,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,1,Played,L 0-1,2031832,CAV vs FOR (2019-11-02)
1,79xw5l1zq2huxdmeod9t19nmd,166598,J. Escalante,José Escalante,Left Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,128665,José,Escalante,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Cavalry,1,21,25,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,4,1,1,0.05,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,11,3,0,1,0,1,50.0%,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,5,0,50.0%,50.0%,1,0,1,0,3,1,100.0%,1,0,0,1,1,1,0,0,0,0.05,0,0.05,0.05,0,0,0.05,1,0,-,61.7%,0,8,8,1,8,,CAV vs FOR,true,false,false,false,true,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,1,Played,L 0-1,2031832,CAV vs FOR (2019-11-02)
1,ar6i26vtb7c9tjfrlul7pp3v9,154346,J. Büscher,Julian Felix Büscher,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,108975,Julian Felix,Büscher,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,90,28,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0,56,12,23,0.1,0,0,0.39,0,1,2,1,3,2,0,0,9,1,0,0,86,9,2,2,1,5,66.7%,0,0,7,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,32,3,51,2,48.2%,62.5%,24,10,1,15,39,2,33.3%,3,0,0,9,1,1,4,0,0,0.1,0,0.1,0.1,3,0,0.05,2,0.44,0,61.7%,2,8,8,5,8,,CAV vs FOR,true,false,false,false,true,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,1,Played,L 0-1,2031832,CAV vs FOR (2019-11-02)
1,7via58t85qafc6nm6ndt3cut,47116,D. Malonga,Dominique Malonga,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,42820,Dominique,Malonga,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,1,90,32,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,17,2,11,0.8,0,0,0,2,0,0,0,0,1,0,0,10,0,0,0,28,11,0,0,0,1,0.0%,1,0,3,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,2,14,5,23.5%,76.5%,9,4,0,7,10,0,58.3%,12,0,0,0,1,1,0,0,0.8,0,0.8,0,0.8,0,0,0.4,2,-,-,61.7%,2,8,8,2,8,,CAV vs FOR,true,false,false,false,true,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,1,Played,L 0-1,2031832,CAV vs FOR (2019-11-02)
1,1mcgu1zocg8bwfrncptuvfm51,129044,M. Trafford,Mason Trafford,Left Centre Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,90443,Mason,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Cavalry,1,90,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,40,14,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,50,5,1,0,1,3,100.0%,1,1,3,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,28,18,2,55.0%,65.0%,11,1,14,2,16,22,20.0%,5,0,0,1,2,2,1,0,0,0,0,0,0,0,0,-,0,0,0,61.7%,0,8,8,3,8,,CAV vs FOR,true,false,false,false,true,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,1,Played,L 0-1,2031832,CAV vs FOR (2019-11-02)
1,6re26cen7xbrynezb3rerst05,257355,S. Camargo,Sergio Camargo,Centre Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,112657,Sergio,Camargo,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Cavalry,1,89,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,28,3,15,0.07,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,41,3,2,0,0,2,100.0%,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,11,6,17.9%,64.3%,7,10,1,19,8,1,-,0,0,0,1,0,0,1,1,0.07,0,0.07,0,0.07,0,0,0.07,1,0,0,61.7%,2,8,8,6,8,,CAV vs FOR,true,false,false,false,true,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,1,Played,L 0-1,2031832,CAV vs FOR (2019-11-02)
