Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,PassesIntoBox,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,null,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
1,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,1,2,3,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,4,59,26,371,136,150,0.67,0,0,0.52,0,0,2,7,9,15,3,0,46,5,0,0,549,41,2,9,8,32,100.0%,13,7,39,9,5,4,6,4,8,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,3,1,2,0,1,0,1,0,0,0,3,0,6,10,178,163,208,22,36.9%,77.1%,136,70,80,90,173,108,63.2%,19,0.60,0,28,24,24,2,6,0.51,0.16,0.51,0.16,0.67,9,3,0.06,12,0.25,0.20,34.1%,9.00,18,21,15,21,15,15382,,,YRK vs VAL,true,false,false,true,false,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,0,Played,T 0-0,2126241,YRK vs VAL (2020-08-22)
1,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,5,4,1,1,0,7,5,1,1,1,2,0,3,0,0,1,1,1,0,2,4,6,45,17,305,109,134,1.76,3,1,0.35,2,0,2,5,7,18,0,0,61,11,0,0,512,63,11,13,12,52,70.6%,16,7,37,8,6,5,8,5,5,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,3,0,0,3,2,1,2,1,0,0,0,0,0,2,4,2,17,137,187,188,17,43.6%,79.7%,113,55,75,66,130,109,42.1%,19,2.91,2,22,32,32,19,1,0.27,1.49,0.27,1.49,0.97,6,1,0.14,13,0.23,0.08,21.9%,10.00,22,13,21,13,21,15382,,,YRK vs FOR,true,false,true,false,false,2020-08-26,7tyu476shfl4lg1dm54shvt3o,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,3,2,Played,W 3-2,2126246,YRK vs FOR (2020-08-26)
1,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,4,1,3,0,3,2,1,0,0,1,1,0,1,0,0,0,2,0,1,1,5,54,18,601,284,245,0.57,1,0,0.46,0,0,2,7,9,18,1,0,34,3,0,0,754,54,3,6,7,37,47.4%,19,13,43,5,5,9,3,6,5,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4,2,4,3,145,220,389,15,25.8%,88.0%,326,64,139,87,352,162,47.1%,17,1.16,0,14,29,29,7,1,0.31,0.26,0.31,0.26,0.58,9,1,0.05,11,0.43,0.43,30.6%,8.00,18,11,15,11,15,15382,,,HFX vs YRK,false,true,false,true,false,2020-08-29,7ubxnr535nkdppzi934wdbdhw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,1,1,Played,T 1-1,2126256,HFX vs YRK (2020-08-29)
1,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,4,1,3,1,3,8,3,2,0,0,2,1,0,1,0,0,3,0,0,1,5,4,59,14,433,160,200,1.24,1,0,1.13,1,1,3,11,14,27,2,1,55,16,1,1,619,59,4,17,9,47,75.0%,16,8,64,6,3,8,3,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,16,171,177,271,13,36.5%,83.1%,181,77,102,93,214,126,42.9%,21,0.36,0,14,31,31,12,4,0.86,0.39,0.86,0.39,1.24,14,2,0.08,16,0.36,0.11,38.6%,20.00,15,11,12,11,12,15382,,,EDM vs YRK,false,true,true,false,false,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,0,Played,W 1-0,2126259,EDM vs YRK (2020-09-02)
1,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,4,0,1,0,7,1,3,0,0,0,0,0,0,0,0,2,1,0,0,3,5,81,38,398,168,111,1.12,0,0,0.73,2,1,1,8,9,16,3,3,58,11,0,0,599,52,6,10,9,44,72.7%,17,8,47,1,4,4,3,5,8,2,0,1,1,0,0,2,1,1,0,0,3,0,0,0,3,0,0,3,1,2,1,2,0,0,0,0,0,3,1,2,13,106,231,262,22,46.7%,70.1%,144,31,104,44,207,147,42.9%,35,1.01,0,20,31,31,12,1,0.73,0.38,0.73,0.38,1.12,9,2,0.09,12,0.20,0.21,41.7%,11.00,28,11,15,11,15,15382,,,CAV vs YRK,false,true,false,false,true,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2126268,CAV vs YRK (2020-09-05)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,5,0,0,1,3,0,1,2,2,0,0,2,0,0,0,2,1,0,2,0,5,59,26,325,121,119,2.22,2,0,0.61,3,1,3,3,6,23,0,0,59,16,2,0,525,65,6,13,11,44,51.4%,13,9,56,6,2,7,3,5,6,3,0,1,1,0,0,0,2,2,0,2,2,0,0,1,1,0,0,2,0,2,0,1,0,1,0,0,0,1,2,2,13,138,191,196,21,44.9%,73.8%,113,42,85,60,144,121,40.0%,25,1.15,2,23,27,27,12,5,0.47,1.75,0.47,1.75,0.64,6,3,0.25,9,0.26,0.29,34.1%,16.00,19,20,16,20,16,15376,,,HFX vs PAC,true,false,false,true,false,2020-08-15,7t269w4kohpnnx91dmg5bwis4,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,HFX Wanderers,Pacific,PAC,2,2,Played,T 2-2,2126221,HFX vs PAC (2020-08-15)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,1,1,4,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5,76,21,377,153,127,0.35,1,1,0.30,0,0,0,6,6,17,0,0,64,11,1,1,556,44,6,23,15,66,69.0%,19,8,58,7,4,6,2,6,9,3,0,0,0,0,0,0,1,1,0,0,4,0,0,1,2,1,0,3,4,0,1,2,0,0,1,0,0,3,2,6,8,118,197,241,5,40.6%,74.3%,146,50,84,75,184,118,70.0%,10,1.59,0,5,47,47,17,2,0.30,0.05,0.30,0.05,0.35,5,1,0.05,7,0.00,0.00,34.0%,17.00,25,16,20,16,20,15376,,,HFX vs FOR,true,false,false,true,false,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,1,1,Played,T 1-1,2126238,HFX vs FOR (2020-08-20)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,3,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,3,74,18,432,202,138,1.37,1,0,0.55,2,1,1,5,6,15,0,0,55,9,0,0,626,62,6,6,6,45,57.1%,21,6,52,7,2,9,0,10,8,3,0,0,0,0,1,0,2,1,1,1,2,0,0,0,1,1,0,1,1,1,0,2,0,0,1,0,0,2,2,0,14,121,207,298,16,36.1%,78.7%,187,40,113,54,237,141,54.5%,33,0.55,1,14,35,35,9,1,0.44,0.93,0.44,0.93,0.58,6,2,0.17,8,0.29,0.33,37.5%,15.00,16,15,16,15,16,15376,,,CAV vs HFX,false,true,false,false,true,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,1,2,Played,L 1-2,2126244,CAV vs HFX (2020-08-24)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,2,0,3,2,0,0,0,0,0,3,0,3,0,1,0,1,2,3,3,69,19,344,119,137,1.17,3,3,1.17,3,3,1,8,10,19,0,0,58,10,1,1,532,69,9,19,15,59,68.3%,16,7,49,4,4,11,1,3,6,1,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,1,1,0,14,115,157,260,18,45.9%,74.4%,147,47,62,67,182,95,41.7%,24,1.25,2,12,32,32,20,7,0.77,0.40,0.77,0.40,1.17,7,5,0.13,9,0.08,0.00,20.5%,13.00,18,18,12,18,12,15376,,,EDM vs HFX,false,true,true,false,false,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,3,1,Played,W 3-1,2126249,EDM vs HFX (2020-08-27)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,1,1,1,0,2,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,54,7,315,145,109,1.16,1,0,1.11,2,2,1,3,4,10,0,0,54,10,0,0,497,34,5,11,15,52,84.2%,20,9,41,6,3,6,5,5,9,4,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,3,3,0,0,2,2,1,0,0,1,3,0,0,9,97,169,231,10,40.0%,80.6%,143,31,80,41,181,93,52.9%,17,0.57,0,13,42,42,7,3,0.89,0.26,0.89,0.26,1.16,4,4,0.23,5,0.15,0.20,30.3%,8.00,10,15,11,15,11,15376,,,HFX vs YRK,true,false,false,true,false,2020-08-29,7ubxnr535nkdppzi934wdbdhw,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,1,1,Played,T 1-1,2126256,HFX vs YRK (2020-08-29)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,5,3,2,1,2,2,1,0,0,0,1,1,1,1,1,0,0,0,1,1,3,4,55,21,295,114,105,0.73,2,0,0.34,1,0,2,5,7,14,1,0,52,6,2,0,473,52,6,8,14,47,56.0%,18,9,42,3,3,9,6,10,6,3,1,0,0,0,2,1,0,0,0,0,4,0,1,1,2,0,0,3,2,2,0,2,0,1,0,0,0,2,0,6,7,120,191,162,19,43.7%,74.2%,98,46,75,64,122,109,42.3%,26,0.72,1,7,34,34,7,6,0.49,0.25,0.49,0.25,0.73,7,4,0.07,10,0.14,0.25,24.4%,8.00,21,17,22,17,22,15376,,,VAL vs HFX,false,true,true,false,false,2020-09-02,7uo653c2y32d06v6dq2as5t04,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,2,0,Played,W 2-0,2126261,VAL vs HFX (2020-09-02)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,1,2,1,0,6,3,3,0,0,1,0,1,1,2,0,1,0,0,2,2,6,63,29,413,145,176,0.91,2,1,0.63,2,1,1,7,8,20,0,0,64,14,3,1,617,49,9,12,10,57,75.0%,24,12,47,2,4,7,2,4,9,2,1,4,0,0,0,0,0,0,0,0,5,0,0,1,4,0,1,5,3,2,0,3,0,1,0,0,0,1,1,2,10,132,208,277,10,40.0%,77.7%,167,64,90,79,203,131,50.0%,28,0.90,2,10,37,37,19,1,0.86,0.05,0.86,0.05,0.91,7,4,0.09,10,0.20,0.25,29.4%,14.00,20,14,15,14,15,15376,,,HFX vs ATO,true,false,true,false,false,2020-09-06,7uyp0xq7ry9gphpbd0m2m60ic,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,0,Played,W 2-0,2126270,HFX vs ATO (2020-09-06)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,1,0,5,4,1,0,0,1,0,0,1,1,0,0,1,0,1,2,5,66,29,316,123,98,0.54,1,1,0.31,0,0,1,4,5,10,3,1,50,6,0,0,477,41,9,6,10,48,62.5%,19,15,51,4,7,3,3,6,7,2,0,2,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,3,2,1,0,1,0,1,2,0,0,1,2,2,5,109,201,167,17,46.8%,69.9%,99,41,81,63,126,127,48.1%,27,1.38,0,8,34,34,12,2,0.40,0.14,0.40,0.14,0.54,4,6,0.06,9,0.13,0.00,35.3%,13.00,24,15,13,15,13,15376,,,HFX vs FOR,true,false,false,true,false,2020-09-09,8plkm1srpcwr60o1i31ksltsk,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,1,1,Played,T 1-1,2137183,HFX vs FOR (2020-09-09)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,1,2,4,1,2,2,2,0,0,2,0,0,0,2,0,0,2,2,4,77,24,352,133,118,2.62,2,0,0.91,4,1,1,7,8,14,1,0,67,9,3,1,552,42,11,12,15,59,82.1%,19,4,56,7,0,7,3,4,8,4,0,2,1,0,0,0,1,1,0,2,2,0,0,2,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,2,4,133,211,208,21,48.6%,71.3%,105,55,91,66,150,136,56.8%,37,1.11,2,18,42,42,16,1,0.61,2.01,0.61,2.01,1.04,8,1,0.24,11,0.17,0.15,31.0%,15.00,22,13,8,13,8,15376,,,CAV vs HFX,false,true,true,false,false,2020-09-12,cap8cqg4fk34voy1o310hy39w,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,2,1,Played,W 2-1,2137185,CAV vs HFX (2020-09-12)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,0,2,2,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,84,37,452,190,141,0.85,0,0,0.71,1,1,1,7,8,21,0,0,54,12,0,0,688,57,9,8,17,46,50.0%,10,1,66,0,2,4,1,6,8,3,0,2,0,1,0,0,5,5,0,0,2,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,0,5,4,19,145,249,294,14,40.3%,73.2%,160,55,116,82,205,165,52.6%,19,1.99,0,5,31,31,12,3,0.73,0.12,0.73,0.12,0.85,8,1,0.08,11,0.40,0.33,43.6%,15.00,32,17,12,17,12,15376,,,HFX vs PAC,true,false,false,false,true,2020-09-16,1m8l5iaa0hhjfd9pq3ftmklxw,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,HFX Wanderers,Pacific,PAC,0,5,Played,L 0-5,2137187,HFX vs PAC (2020-09-16)
1,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,2,1,1,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,77,32,385,148,128,0.66,0,0,0.14,1,0,0,4,4,14,2,1,51,11,0,0,582,54,7,9,8,53,61.5%,27,14,45,7,4,7,6,7,5,0,0,1,1,0,0,0,2,1,1,0,3,0,0,1,0,0,0,3,3,0,2,0,0,0,1,0,0,0,1,0,16,105,234,243,7,42.1%,71.7%,150,34,92,52,194,139,33.3%,21,1.50,0,11,46,46,7,0,0.59,0.07,0.59,0.07,0.66,4,2,0.09,7,0.09,0.20,45.9%,8.00,30,10,13,10,13,15376,,,FOR vs HFX,false,true,false,false,true,2020-09-19,5mrmbr6tngz69e9qmsn1b845w,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,2,Played,L 0-2,2137188,FOR vs HFX (2020-09-19)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,2,2,3,0,6,3,3,0,0,1,0,2,0,2,0,0,0,1,1,6,4,66,32,504,232,174,1.15,2,2,1.07,2,2,2,9,11,26,1,0,65,18,0,0,707,59,7,12,8,42,54.3%,15,5,49,5,3,6,1,6,6,1,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,2,0,0,0,1,0,1,0,0,3,3,6,14,166,267,274,21,32.9%,80.6%,174,73,159,87,220,197,60.0%,25,2.22,1,16,30,30,9,3,1.01,0.13,1.01,0.13,1.15,9,2,0.09,13,0.19,0.15,36.4%,12.00,20,16,20,16,20,15380,,,HFX vs PAC,false,true,false,true,false,2020-08-15,7t269w4kohpnnx91dmg5bwis4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,2,Played,T 2-2,2126221,HFX vs PAC (2020-08-15)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,4,0,1,1,7,1,3,0,0,0,0,1,0,0,1,6,2,0,0,1,2,48,13,355,142,152,1.56,1,1,1.39,1,1,5,4,9,12,0,0,44,5,1,0,545,37,8,11,8,39,86.4%,11,6,37,3,6,7,3,1,5,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,4,4,177,172,196,20,39.4%,82.8%,133,61,100,78,155,122,55.0%,20,0.72,0,35,26,26,10,3,0.55,1.01,0.55,1.01,1.56,8,2,0.12,13,0.23,0.15,38.2%,12.00,12,14,7,14,7,15380,,,PAC vs YRK,true,false,false,true,false,2020-08-19,7tas4i6lxq9imfed8t0627m6s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,1,1,Played,T 1-1,2126232,PAC vs YRK (2020-08-19)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,4,0,3,3,11,3,5,0,0,0,0,1,0,0,0,4,0,0,1,3,8,67,23,405,126,189,1.89,1,0,1.11,1,0,4,14,18,21,1,0,50,12,0,0,612,61,5,16,12,56,67.7%,22,14,56,6,3,11,0,5,5,2,0,1,1,0,0,0,2,2,0,0,4,0,0,3,0,0,0,4,3,1,0,1,0,3,1,0,0,3,1,6,14,181,196,235,23,42.2%,77.8%,150,81,84,96,184,125,38.1%,21,1.13,1,21,43,43,9,4,0.73,1.16,0.73,1.16,1.89,18,2,0.09,21,0.38,0.35,47.2%,20.00,21,16,21,16,21,15380,,,FOR vs PAC,false,true,false,false,true,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,1,2,Played,L 1-2,2126242,FOR vs PAC (2020-08-22)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,8,7,1,1,1,5,2,3,0,0,0,0,2,0,2,0,0,2,0,2,5,6,74,17,413,180,142,1.62,2,1,0.96,2,1,0,10,10,16,1,1,43,9,1,1,613,43,4,8,18,49,54.5%,19,11,53,1,3,9,1,5,4,3,1,1,0,0,0,2,0,0,0,0,6,0,0,5,1,0,0,6,4,2,1,0,0,0,5,0,0,2,2,6,10,141,252,220,24,40.4%,78.0%,134,58,130,74,169,170,66.7%,18,1.88,2,15,33,33,13,3,1.59,0.04,1.59,0.04,1.62,9,3,0.11,15,0.27,0.25,34.2%,20.00,18,15,14,15,14,15380,,,PAC vs VAL,true,false,true,false,false,2020-08-26,7tw47791fe2i850ddmt0nthqs,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,0,Played,W 2-0,2126245,PAC vs VAL (2020-08-26)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,2,1,2,1,4,0,4,0,0,0,0,2,0,2,0,0,0,1,1,2,5,83,32,440,194,131,2.26,2,2,2.14,3,3,0,8,8,27,5,3,55,16,0,0,606,42,7,7,9,41,77.8%,16,3,48,3,7,7,1,7,3,2,0,0,0,0,0,1,1,1,0,0,2,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,1,1,4,3,109,242,255,20,38.9%,73.9%,168,46,111,61,212,167,63.0%,27,1.44,2,7,32,32,8,1,2.26,0.00,2.26,0.00,2.26,6,2,0.23,10,0.14,0.20,40.5%,10.00,22,16,14,16,14,15380,,,CAV vs PAC,false,true,true,false,false,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,2,1,Played,W 2-1,2126258,CAV vs PAC (2020-08-30)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,3,1,2,2,10,4,4,0,0,1,0,0,0,0,0,2,0,0,0,6,6,63,28,513,281,141,1.30,0,0,1.15,1,1,5,11,16,28,3,3,68,20,1,1,708,46,2,11,5,33,68.4%,15,8,43,8,3,8,3,7,7,2,0,0,0,0,0,0,1,1,0,0,6,0,0,2,2,1,0,5,5,1,2,2,1,0,2,0,0,2,3,2,5,140,273,295,21,33.3%,82.3%,191,46,185,65,236,212,58.8%,34,1.61,0,16,23,23,8,2,0.93,0.37,0.93,0.37,1.30,16,0,0.07,18,0.25,0.14,46.5%,14.00,15,13,9,13,9,15380,,,PAC vs ATO,true,false,false,false,true,2020-09-03,7uqr7tcyx5axz4fcls8m9stn8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,0,1,Played,L 0-1,2126262,PAC vs ATO (2020-09-03)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,3,0,4,2,4,1,2,0,0,0,0,2,0,1,0,1,0,1,1,3,3,86,25,470,203,156,1.98,2,1,1.10,2,1,2,7,9,26,2,0,66,14,1,1,684,52,7,13,16,51,76.9%,15,8,56,5,1,5,5,2,11,1,0,0,1,0,0,0,1,1,0,0,4,0,0,3,0,0,0,4,2,2,0,1,0,3,1,0,0,0,2,0,6,158,218,308,24,39.1%,76.4%,189,55,115,81,235,154,43.8%,32,1.77,1,16,30,30,17,4,0.53,1.45,0.53,1.45,1.98,8,4,0.15,13,0.13,0.14,40.0%,16.00,10,16,13,16,13,15380,,,PAC vs EDM,true,false,true,false,false,2020-09-06,7v18c0lc1p8rx62p3chr1w07o,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2126273,PAC vs EDM (2020-09-06)
1,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,62,45,448,218,123,0.49,1,0,0.38,1,1,1,1,2,13,1,0,45,5,0,0,621,36,4,9,9,45,72.2%,22,11,48,0,5,2,6,1,9,2,0,2,0,0,1,0,3,3,0,0,3,0,0,1,0,0,0,3,3,0,1,1,0,2,1,0,0,1,5,6,8,113,239,269,9,35.3%,76.1%,185,38,118,47,223,178,52.2%,23,3.01,0,19,34,34,9,2,0.36,0.13,0.36,0.13,0.49,2,1,0.10,5,0.16,0.10,39.4%,12.00,36,7,20,7,20,15380,,,CAV vs PAC,false,true,false,false,true,2020-09-10,6pp5y6tmtbxolhpklcv0tx5as,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,1,3,Played,L 1-3,2137182,CAV vs PAC (2020-09-10)
