Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
99,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,1,1,3,2,4,1,1,0,0,1,0,0,0,0,0,2,0,0,0,2,2,39,25,336,192,80,0.86,0,0,0.44,1,0,3,5,8,21,0,0,66,14,0,0,534,55,17,13,7,51,75.0%,13,5,37,1,6,7,0,5,8,2,0,0,0,1,0,0,2,2,0,0,5,0,1,2,3,1,0,4,3,2,1,1,0,0,0,1,0,3,7,4,20,64,220,250,13,33.3%,81.0%,144,16,112,18,178,140,52.9%,17,3.52,0,6,34,34,15,2,0.26,0.6,0.26,0.6,0.86,8,3,0.08,11,0.67,0.67,22.2%,2,19,12,4,12,16614,,FOR vs ATO,false,true,false,false,true,2021-08-08,bhk2rbr4tn5b8xgaxk5wage8k,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,0,2,Played,L 0-2,2227583,FOR vs ATO (2021-08-08)
99,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,1,6,5,1,0,1,3,1,2,1,1,0,0,3,1,2,0,0,0,1,3,3,5,52,28,421,224,117,2.89,4,3,1.91,5,3,3,5,8,28,3,2,49,17,2,2,632,43,6,7,17,52,61.9%,20,16,47,0,2,5,3,2,7,0,0,0,0,0,0,4,3,3,0,1,6,1,1,3,1,0,0,5,4,2,2,0,0,4,1,0,0,1,3,6,15,109,279,244,14,34.7%,81.0%,162,40,139,53,187,181,53.8%,13,3.22,2,11,44,44,8,0,1.41,1.48,1.41,1.48,2.1,5,5,0.29,10,0.09,0,34.8%,2,35,33,12,33,16614,,EDM vs ATO,false,true,true,false,false,2021-10-13,blxunc8ir42ebdeqspnlaljx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,4,3,Played,W 4-3,2227646,EDM vs ATO (2021-10-13)
123,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,2,2,0,0,0,7,2,3,0,0,1,0,1,0,1,0,2,0,1,0,2,5,55,13,386,147,171,1.03,1,1,0.9,2,2,1,6,7,20,0,0,49,12,1,0,577,49,7,8,20,50,75.0%,15,6,57,5,3,5,2,3,6,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,2,0,0,10,136,155,286,11,35.5%,82.4%,188,52,78,66,219,101,44.0%,25,0.44,1,15,27,27,19,4,0.83,0.21,0.83,0.21,1.03,6,3,0.11,9,0.27,0.25,30.4%,19,10,13,10,13,6925,,EDM vs HFX,true,false,true,false,false,2021-07-21,1l17fh13pjvlw6traxl2n92xg,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,0,Played,W 1-0,2208297,EDM vs HFX (2021-07-21)
123,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,3,0,1,1,4,1,2,0,0,1,0,1,0,1,0,2,1,1,0,2,2,49,14,322,145,114,1.05,1,1,0.94,1,1,2,5,7,12,1,0,48,8,0,0,522,60,9,12,19,52,56.8%,11,1,51,4,2,10,1,2,9,3,0,0,0,0,2,2,1,1,0,0,5,1,0,2,2,0,0,4,4,1,0,3,0,2,1,0,0,1,3,2,18,124,153,245,15,40.4%,80.4%,138,45,76,56,172,94,42.9%,14,1.7,1,24,23,23,23,6,0.91,0.15,0.91,0.15,1.05,6,2,0.12,9,0.21,0.17,35.0%,21,12,13,7,13,6925,,VAL vs EDM,false,true,false,true,false,2021-10-02,bl41pmmq2ci3rs9ed3uh43uok,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2227636,VAL vs EDM (2021-10-02)
123,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,5,1,1,0,2,0,1,0,0,0,0,2,0,2,1,1,2,1,0,1,4,73,24,295,81,117,0.91,2,1,0.81,1,1,1,6,7,17,1,0,52,3,0,0,485,66,4,18,11,50,61.1%,16,6,54,1,5,6,1,4,10,2,0,2,0,0,0,2,1,0,1,0,2,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,4,2,2,11,126,158,201,16,49.5%,67.1%,98,52,48,71,130,94,42.9%,28,1.28,1,14,28,28,19,3,0.8,0.11,0.8,0.11,0.91,6,1,0.1,9,0.21,0.3,29.3%,16,16,11,12,11,6925,,EDM vs PAC,true,false,true,false,false,2021-10-07,bljs65833y3o8hl4pmsxuzuac,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,2,1,Played,W 2-1,2227641,EDM vs PAC (2021-10-07)
123,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,1,2,2,1,3,0,1,0,0,1,0,1,0,1,0,1,0,1,0,2,3,52,27,288,103,106,2,1,1,1.49,3,2,2,5,7,25,2,1,59,14,1,1,498,54,9,17,13,60,68.4%,21,8,51,5,5,6,2,0,4,1,0,1,0,0,1,1,1,1,0,0,8,0,0,3,6,0,0,8,6,2,3,2,0,0,2,0,0,2,2,0,5,99,208,191,21,45.5%,72.6%,101,39,69,49,131,108,50.0%,26,2.06,1,16,50,50,10,0,0.63,1.38,0.63,1.38,2,6,6,0.22,9,0.31,0.27,17.5%,9,25,30,13,30,6925,,YRK vs EDM,false,true,false,true,false,2021-10-17,bm96l5mmiri0cq84lsmia3mdw,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2227651,YRK vs EDM (2021-10-17)
123,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,5,4,1,2,1,2,1,0,0,0,0,0,2,0,2,0,1,0,0,2,0,6,60,22,257,66,109,0.78,2,1,0.66,1,1,3,4,7,29,3,0,55,9,1,0,480,81,6,12,8,40,48.6%,14,4,52,1,3,12,5,5,2,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,0,1,0,1,1,0,0,1,0,2,15,154,149,177,26,55.3%,68.1%,81,55,39,73,114,70,55.2%,29,0.6,1,19,28,28,12,0,0.47,0.31,0.47,0.31,0.78,6,4,0.08,10,0.26,0.2,41.7%,15,22,10,12,10,15377,,CAV vs FOR,false,true,true,false,false,2021-07-09,19mxfeuhvl92qtawpg4pi1o2c,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,0,Played,W 2-0,2208284,CAV vs FOR (2021-07-09)
123,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,0,2,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,40,23,437,220,154,0.92,0,0,0.92,1,1,0,7,7,21,2,1,54,10,3,2,624,49,6,11,14,51,81.0%,17,10,53,2,3,7,1,4,5,3,1,1,0,0,0,3,0,0,0,0,4,0,0,2,1,0,0,3,2,2,0,2,0,2,1,0,0,1,0,2,15,120,253,251,21,33.9%,85.6%,179,55,140,64,202,171,65.4%,26,0.63,0,21,42,42,5,4,0.86,0.06,0.86,0.06,0.92,7,3,0.13,7,0.19,0.23,23.8%,9,28,7,20,7,15376,,CAV vs HFX,false,true,false,true,false,2021-07-03,19cec7vjxub1h4k2qkxzcdono,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,0,0,Played,T 0-0,2208279,CAV vs HFX (2021-07-03)
123,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,1,0,7,4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,7,49,25,454,216,164,1.11,0,0,1.01,2,2,1,6,7,32,3,2,55,18,1,0,647,50,4,11,14,42,55.6%,12,6,57,2,0,9,2,7,8,3,1,0,0,1,0,1,0,0,0,0,4,1,0,2,2,0,1,3,1,3,0,1,0,1,0,0,0,0,1,2,4,143,208,296,21,35.9%,83.7%,199,59,122,74,233,147,33.3%,15,0.55,0,20,25,25,16,1,0.99,0.12,0.99,0.12,1.11,7,1,0.11,10,0.35,0.36,32.3%,17,17,7,15,7,15376,,HFX vs PAC,true,false,false,true,false,2021-07-14,19x3bhwz0zaoc96plof77qm8k,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,HFX Wanderers,Pacific,PAC,0,0,Played,T 0-0,2208289,HFX vs PAC (2021-07-14)
123,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,6,5,1,0,0,4,2,1,1,1,1,0,2,0,1,0,0,1,1,1,3,6,36,19,495,215,225,1.6,2,1,0.77,2,1,2,5,7,22,3,2,50,10,2,0,674,44,8,12,8,40,62.5%,12,5,51,3,2,9,6,2,5,3,0,1,0,0,0,0,2,2,0,1,3,1,0,2,1,0,0,2,2,1,0,1,0,0,1,0,0,3,3,6,8,145,182,347,17,25.7%,88.9%,255,73,112,87,284,124,70.0%,10,2.2,1,14,25,25,12,3,0.69,0.91,0.69,0.91,0.81,6,5,0.16,10,0.21,0.3,35.5%,17,16,10,19,10,15376,,ATO vs HFX,false,true,false,true,false,2021-08-29,bip4t3miw9g98ofigki2jogt0,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,2,Played,T 2-2,2227605,ATO vs HFX (2021-08-29)
123,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,1,4,4,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,1,0,0,3,3,74,23,407,167,143,0.81,1,0,0.73,1,1,3,4,7,20,1,1,57,9,0,0,623,41,3,19,7,42,78.6%,13,7,70,3,2,6,1,7,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,143,213,267,28,35.6%,76.2%,147,52,111,67,191,149,50.0%,20,0.23,0,20,24,24,12,6,0.58,0.22,0.58,0.22,0.81,7,0,0.09,9,0.1,0.08,52.0%,28,19,15,17,15,15376,,HFX vs PAC,true,false,true,false,false,2021-10-11,blscizle5815eulm4fekuahp0,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,HFX Wanderers,Pacific,PAC,1,0,Played,W 1-0,2227644,HFX vs PAC (2021-10-11)
123,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,4,3,1,3,1,1,0,0,0,0,0,0,1,1,2,0,1,1,1,1,2,1,65,16,560,264,215,0.48,2,1,0.4,0,0,3,4,7,17,0,0,48,7,1,1,724,48,10,11,13,48,80.8%,11,6,58,2,2,10,0,4,4,2,1,1,0,0,1,1,0,0,0,0,3,0,0,2,0,0,0,3,2,1,0,1,1,2,0,0,0,3,0,2,9,143,238,343,13,28.7%,85.5%,253,71,155,87,289,184,52.2%,23,0.35,0,6,22,22,22,4,0.28,0.2,0.28,0.2,0.48,6,0,0.05,9,0.17,0,38.5%,19,14,17,16,17,15380,,PAC vs HFX,true,false,true,false,false,2021-06-26,18r99ed7m35mhjvytoqhvm51w,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,0,Played,W 2-0,2208271,PAC vs HFX (2021-06-26)
123,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,7,6,1,1,1,1,0,1,0,0,0,0,3,0,3,0,0,0,3,0,8,0,40,20,516,270,186,1.54,3,3,0.96,4,2,1,6,7,19,4,0,46,8,3,2,698,67,7,11,17,49,56.3%,11,5,52,9,3,10,0,3,5,3,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,3,1,2,1,1,0,0,1,0,0,3,1,2,15,105,177,416,25,27.5%,88.4%,309,30,117,44,340,132,63.2%,19,0.56,2,16,25,25,21,3,1.08,0.47,1.08,0.47,1.54,4,1,0.15,10,0.31,0.09,26.5%,15,14,9,14,9,15380,,PAC vs YRK,true,false,true,false,false,2021-07-10,19qzin36d8et3i4nzigj5w8wk,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,3,0,Played,W 3-0,2208286,PAC vs YRK (2021-07-10)
123,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,6,3,3,1,2,2,0,2,0,0,1,0,2,0,2,0,2,0,1,1,3,3,66,15,638,304,253,1.04,2,1,0.49,2,1,0,7,7,13,1,0,56,9,0,0,850,49,10,13,13,55,69.7%,17,5,63,3,1,3,3,4,7,1,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,2,4,19,194,196,460,20,30.1%,87.3%,356,85,116,106,401,131,47.8%,23,0.83,1,22,36,36,13,6,0.99,0.06,0.99,0.06,1.04,6,1,0.09,11,0.14,0.21,45.5%,26,16,12,20,12,15380,,PAC vs EDM,true,false,false,true,false,2021-08-07,bhhdux5pm0ox99x3f7c0t9vro,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,2,Played,T 2-2,2227582,PAC vs EDM (2021-08-07)
123,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,2,4,3,0,1,0,1,0,0,0,0,2,1,3,0,1,0,1,2,2,4,78,19,467,227,143,0.9,3,1,0.41,0,0,1,6,7,18,0,0,67,10,1,0,662,50,14,18,15,59,74.4%,12,4,60,6,1,5,2,3,7,2,0,0,0,0,1,0,1,0,1,0,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,2,0,2,5,127,202,333,13,36.6%,79.2%,224,34,112,52,266,149,48.3%,29,0.74,0,20,32,32,21,6,0.86,0.04,0.86,0.04,0.9,6,3,0.09,10,0.25,0.27,41.7%,15,12,10,9,10,15380,,PAC vs CAV,true,false,true,false,false,2021-09-10,bjjw4au1rwq1m2lx8u20otkpg,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,3,1,Played,W 3-1,2227616,PAC vs CAV (2021-09-10)
123,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,4,0,0,0,4,0,4,0,0,0,0,3,0,2,1,0,1,1,1,2,5,45,20,386,218,103,1.53,3,3,1.49,3,3,1,6,7,23,2,2,61,16,5,2,581,53,13,12,11,48,69.4%,10,5,53,4,4,4,1,5,12,6,1,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,0,5,1,4,0,4,0,0,2,0,0,3,1,4,19,102,249,230,17,34.7%,83.2%,147,35,139,49,167,170,25.0%,8,1.58,2,7,33,33,13,2,0.9,0.64,0.9,0.64,1.53,4,7,0.19,8,0.14,0,38.2%,8,23,6,11,6,15378,,VAL vs YRK,true,false,true,false,false,2021-07-18,1kyqwhz3edy7fn93842fh4pas,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Valour,York United,YRK,3,0,Played,W 3-0,2208296,VAL vs YRK (2021-07-18)
123,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,3,1,1,1,4,2,1,0,0,0,0,1,0,0,1,1,2,0,0,2,3,45,17,338,205,71,0.82,1,1,0.72,1,1,4,3,7,21,1,0,48,13,1,0,512,39,5,10,6,44,68.2%,22,10,47,3,5,4,3,5,3,2,0,1,0,0,2,0,2,1,1,0,4,0,0,3,2,0,0,4,1,3,1,0,0,0,2,0,0,3,2,6,8,75,272,165,13,33.1%,81.7%,102,22,152,30,129,179,56.3%,16,1.84,0,14,38,38,5,1,0.35,0.47,0.35,0.47,0.82,6,5,0.08,10,0.43,0.57,14.8%,4,15,21,7,21,15378,,PAC vs VAL,false,true,false,false,true,2021-08-05,bhbo0sqworea93tmd9dezqb6c,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,1,2,Played,L 1-2,2227580,PAC vs VAL (2021-08-05)
123,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,6,5,1,2,3,5,1,2,0,0,1,0,4,0,4,0,1,0,2,2,5,5,67,32,369,134,136,2.68,4,2,1.08,4,1,0,7,7,24,2,2,54,16,1,1,580,53,7,10,12,48,73.9%,19,3,64,0,6,8,3,5,4,0,0,0,0,0,0,1,2,2,0,0,5,0,0,3,3,0,0,5,4,1,0,2,0,1,1,0,0,2,4,6,17,139,236,205,21,45.8%,73.2%,118,51,101,66,152,151,41.7%,24,2.74,2,12,41,41,5,2,1.03,1.64,1.03,1.64,2.68,5,2,0.17,16,0.17,0.25,51.4%,18,30,15,11,15,15378,,CAV vs VAL,false,true,true,false,false,2021-10-30,bkgex1yrpit1sci4fcqcjdd04,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,4,2,Played,W 4-2,2227628,CAV vs VAL (2021-10-30)
123,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,2,2,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,3,55,9,408,225,119,0.32,0,0,0.28,0,0,1,6,7,22,1,0,61,10,0,0,599,48,6,18,3,38,85.7%,10,4,43,3,2,7,2,11,7,1,0,0,0,0,0,0,2,2,0,0,5,0,0,2,3,1,0,4,4,1,1,2,0,1,0,0,0,3,3,2,9,136,221,242,17,32.8%,84.3%,159,46,139,59,191,158,35.0%,20,1.5,0,19,23,23,8,7,0.28,0.04,0.28,0.04,0.32,7,2,0.04,8,0.32,0.42,31.0%,12,14,9,19,9,15381,,PAC vs CAV,false,true,false,false,true,2021-07-31,bgxuf1pcl4jn23rwapgkn0cgk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,0,2,Played,L 0-2,2227576,PAC vs CAV (2021-07-31)
123,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,6,5,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,5,64,31,338,148,95,1.43,2,2,1.43,2,2,2,5,7,18,0,0,60,8,0,0,564,60,12,13,14,64,56.8%,23,8,58,2,2,9,1,5,8,1,0,0,0,0,0,1,1,1,0,0,6,0,0,4,3,2,0,4,5,1,1,1,0,2,1,0,0,4,2,4,11,123,233,208,20,38.2%,71.9%,97,43,103,63,137,138,56.0%,25,2.13,2,9,47,47,14,3,0.59,0.84,0.59,0.84,1.43,5,4,0.2,7,0.33,0.25,30.6%,17,26,14,17,14,15381,,PAC vs CAV,false,true,true,false,false,2021-08-21,bi6vi0egfuafi1bpskrv715p0,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,1,Played,W 2-1,2227598,PAC vs CAV (2021-08-21)
123,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,4,3,1,0,1,3,1,2,0,0,1,1,1,1,0,1,0,1,1,0,4,2,63,22,340,141,114,0.81,2,1,0.74,1,1,1,6,7,23,1,0,68,13,0,0,546,62,16,7,17,54,54.8%,14,5,63,1,2,9,3,6,9,4,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,140,182,224,18,44.1%,75.0%,113,54,88,65,148,127,42.4%,33,0.4,0,25,31,31,21,2,0.47,0.34,0.47,0.34,0.81,6,3,0.1,8,0.08,0.06,38.1%,14,22,12,16,12,15381,,CAV vs PAC,true,false,true,false,false,2021-10-22,bmi0pp4fee6y2b1o3y2697xg4,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,1,Played,W 2-1,2227654,CAV vs PAC (2021-10-22)
123,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,4,4,0,2,1,1,1,0,0,0,0,0,2,0,2,0,0,1,1,1,2,2,52,20,318,147,99,1.81,2,2,1.75,4,4,1,6,7,20,2,1,51,9,0,0,499,53,7,6,15,49,76.5%,21,11,39,6,4,8,3,5,5,3,1,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,6,11,92,189,218,14,38.4%,77.4%,116,35,95,47,144,127,56.3%,32,0.38,2,9,32,32,16,1,0.96,0.86,0.96,0.86,1.81,5,0,0.23,8,0,0,32.4%,12,19,23,12,23,16614,,CAV vs ATO,false,true,true,false,false,2021-07-12,19v3o8orvyaropzt4wsdefaqc,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,2,0,Played,W 2-0,2208288,CAV vs ATO (2021-07-12)
123,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,4,0,2,3,3,2,1,1,1,0,0,1,0,0,0,0,0,0,1,3,4,58,21,362,175,108,1.46,1,0,0.49,2,1,0,7,7,14,1,0,53,10,0,0,583,63,10,14,14,60,58.5%,21,11,55,6,2,10,2,5,5,2,0,0,0,0,1,3,1,1,0,1,6,0,1,3,1,0,0,6,4,2,0,2,0,4,0,0,0,6,2,2,17,128,238,217,20,38.4%,78.2%,139,46,98,56,171,135,41.2%,17,1.95,1,13,47,47,7,6,0.6,0.86,0.6,0.86,0.67,7,5,0.12,12,0.31,0.38,33.3%,12,25,25,16,25,16614,,YRK vs ATO,false,true,false,true,false,2021-10-08,blmjamfu1be66zvm0q6ylcil0,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,1,1,Played,T 1-1,2227642,YRK vs ATO (2021-10-08)
144,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,6,3,3,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,4,53,20,377,170,134,0.3,0,0,0.24,0,0,1,5,6,22,0,0,68,8,1,1,593,51,14,15,8,57,72.5%,17,3,54,4,3,8,0,2,10,1,0,0,0,1,0,0,1,1,0,0,3,0,0,1,1,1,0,2,2,1,1,1,1,0,1,0,0,1,3,4,9,111,209,273,8,35.5%,80.6%,159,41,104,54,199,124,79.2%,24,2,0,14,40,40,14,3,0.25,0.05,0.25,0.05,0.3,6,3,0.04,8,0.29,0.23,34.3%,18,21,13,7,13,6925,,FOR vs EDM,false,true,false,false,true,2021-07-15,1kkx9yjx8wwafdcnlhi7z5hck,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,0,1,Played,L 0-1,2208291,FOR vs EDM (2021-07-15)
