Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,PassesIntoBox,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,null
1,7lqj7hx4na2kvl5doan797vmx,560429,D. Zator,Dominick Zator,Right Centre Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,250776,Dominick,Zator,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Cavalry,29,2425,26,3,0,1,7,6,1,8,0,15,2,2,0,0,0,0,1,0,0,1,11,4,0,0,3,3,265,126,1438,716,331,3.09,1,2,3.08,3,5,6,8,14,24,1,1,174,16,1,1,1933,101,14,33,51,174,81.0%,76,27,142,7,1,9,3,10,8,2,11,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,9,211,942,780,67,48.0%,72.8%,457,67,523,103,638,697,61.1%,149,0.00,0,26,137,137,35,2,1.17,1.92,1.17,1.92,3.09,12,12,0.10,30,0.15,0.15,42.7%,28.00,537,54,398,54,398,
1,aisfml98z3uznfzhbopr5kmp5,317065,M. Village,Mark Village,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,250775,Mark,Village,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,16,1440,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,33,509,277,60,0.00,0,0,0.00,0,0,0,0,0,0,0,0,7,0,0,0,674,1,0,1,1,5,50.0%,3,0,14,0,1,0,0,4,0,0,4,2,0,1,2,10,22,18,4,0,47,0,4,23,20,2,0,45,24,23,5,15,4,10,13,0,0,1,33,0,0,0,674,0,0,56.6%,66.2%,0,0,337,0,0,509,100.0%,3,20.98,0,0,5,5,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,33.1%,0.00,558,3,440,3,440,
1,eyu2l3gom8fn098e66e4a6k0l,238604,J. Murrell,Jordan Peter Murrell,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,243967,Jordan Peter,Murrell,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,20,1784,27,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,122,54,738,344,218,0.74,0,0,0.21,1,0,0,5,5,15,1,0,107,8,0,0,1050,79,18,27,26,139,76.3%,63,33,88,6,11,13,1,9,4,0,4,0,0,0,0,0,33,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,56,0,8,95,488,467,11,46.2%,76.2%,297,36,229,46,377,315,63.5%,63,0.00,0,10,109,109,29,1,0.06,0.68,0.06,0.68,0.74,5,15,0.15,5,0.10,0.10,34.5%,16.00,398,5,333,5,333,
1,7tmc8hrkee4lo05qa26i7e5zp,233117,M. Carducci,Marco Carducci,Goalkeeper,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,173159,Marco,Carducci,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Cavalry,25,2250,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,49,695,393,62,0.00,0,0,0.03,0,0,0,1,1,0,0,0,11,0,0,0,929,2,0,0,0,7,0.0%,7,0,32,0,1,0,0,6,0,0,9,13,0,0,2,13,17,17,0,0,65,2,2,30,31,2,0,61,33,32,12,21,3,19,12,0,0,1,25,0,0,1,925,3,1,60.6%,65.5%,1,0,454,1,3,691,100.0%,7,19.13,0,0,7,7,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-,0,-,-,41.9%,0.00,540,2,395,2,395,
1,2rv2jwanai39vawrmnws6vidx,166704,A. Gonzalez,Alexander Gonzalez Moreno,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,231697,Alexander,Gonzalez Moreno,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,20,1746,26,0,3,0,4,1,3,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,118,57,1251,664,412,1.14,0,2,1.21,1,3,0,8,8,29,0,0,117,24,1,0,1499,99,18,29,21,83,66.2%,15,6,163,5,11,18,2,11,18,0,3,0,0,0,0,0,32,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,51,2,20,136,464,899,3,31.5%,86.0%,673,57,346,83,775,393,44.7%,38,0.00,0,6,36,36,39,8,0.45,0.69,0.45,0.69,1.14,6,3,0.08,15,0.33,0.33,32.8%,46.00,467,21,370,21,370,
1,1lg1214de42tia4tcv7rk3z6d,140675,Oliver Minatel,Oliver Minatel,Centre Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,103949,Oliver,Minatel,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Cavalry,24,1467,28,8,7,3,12,11,1,6,3,18,5,3,0,0,0,0,7,0,2,2,8,3,1,4,5,14,69,16,353,103,165,6.65,7,1,2.83,12,4,1,16,17,8,1,0,94,2,1,1,596,102,15,14,13,51,60.4%,9,8,57,13,0,18,10,7,24,3,5,0,0,0,0,0,14,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,17,253,72,271,67,26.3%,75.9%,148,92,28,123,196,34,41.4%,58,0.00,7,21,20,20,24,7,2.70,3.95,2.70,3.95,6.65,16,2,0.17,39,0.38,0.38,42.3%,28.00,523,30,391,30,391,
1,5pxg9qijp78vbve2b5eprf4r9,222997,E. Welshman,Emery Welshman,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,151951,Emery,Welshman,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,11,931,29,0,3,1,9,8,1,9,2,10,0,8,1,1,0,0,3,0,2,0,1,1,1,2,3,14,60,16,272,48,148,5.00,3,2,2.03,7,3,0,15,15,48,9,4,59,23,2,2,498,88,7,10,3,26,70.8%,6,6,39,7,1,6,2,1,10,1,3,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,18,29,266,33,199,74,25.0%,72.1%,89,98,9,130,127,15,19.4%,31,0.00,3,8,11,11,11,4,3.38,1.63,3.38,1.63,4.22,13,2,0.17,30,0.25,0.25,46.7%,21.00,243,26,131,26,131,
1,6pi1u2mdt56ns3pqkdjp772s5,166454,C. Nanco,Christopher Lenroy Nanco,Left Attacking Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,245004,Christopher Lenroy,Nanco,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Forge,26,1497,26,11,7,2,12,10,2,2,3,13,6,5,0,0,0,0,4,0,4,0,0,2,2,2,5,18,87,19,387,69,212,2.32,4,2,2.51,2,4,0,21,21,76,10,3,72,23,1,1,773,147,13,8,13,41,51.2%,6,2,89,12,5,9,4,2,14,14,6,0,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,24,50,454,63,256,76,27.1%,72.6%,107,156,18,210,146,31,36.4%,22,0.00,1,22,15,15,16,10,1.84,0.48,1.84,0.48,2.32,19,1,0.08,30,0.14,0.14,41.2%,37.00,625,45,408,45,408,
1,7w93cfaszi89ex6xdf9tgkp9l,312948,M. Temguia,Mélé Temguia,Left Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,199141,Mélé,Temguia,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Edmonton,27,2429,25,0,0,0,5,5,0,2,0,5,0,0,0,0,0,0,2,0,0,0,3,1,0,2,1,5,159,98,1297,808,232,2.41,2,0,0.60,3,1,0,4,4,16,0,0,140,7,0,0,1680,104,20,41,51,197,72.6%,82,36,147,10,15,15,2,17,10,0,8,0,0,1,0,0,30,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,6,15,59,1032,589,25,43.6%,80.2%,400,11,629,23,502,772,63.8%,69,0.00,2,1,164,164,30,3,0.00,2.41,0.00,2.41,2.41,4,14,0.20,12,0.00,0.00,37.0%,11.00,660,25,399,25,399,
1,7ehcrcdv82ib5fkpo3498gpgp,257762,K. Awuah,Kwame Awuah,Left Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,244929,Kwame,Awuah,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Forge,27,1974,25,5,5,0,1,0,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,159,59,1050,363,469,0.21,0,5,3.45,0,4,0,29,29,61,4,0,132,27,0,0,1665,143,19,43,41,131,80.5%,20,10,162,15,3,12,4,7,11,3,9,0,0,0,0,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,16,50,479,372,814,27,38.2%,79.2%,489,198,145,258,588,204,45.7%,46,0.00,0,36,75,75,43,13,0.18,0.02,0.18,0.02,0.21,24,4,0.03,6,0.31,0.31,41.6%,38.00,611,50,382,50,382,
1,d3uo72swkorck8mo41kv1yp61,232298,D. Krutzen,Daniel Krutzen,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,423548,Daniel,Krutzen,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,28,2470,24,1,1,0,5,3,2,1,0,6,5,0,0,0,4,0,1,0,0,1,1,1,0,0,9,0,263,87,1560,692,518,1.32,1,2,1.56,2,2,10,9,19,6,0,0,113,5,0,0,2029,80,25,24,46,197,75.4%,95,53,154,5,9,9,0,10,3,0,12,0,0,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4,181,843,1005,17,47.1%,77.6%,698,53,459,80,873,607,55.3%,85,0.00,1,31,157,157,36,4,0.34,0.98,0.34,0.98,1.32,17,9,0.11,12,0.23,0.08,40.3%,18.00,598,38,396,38,396,
1,b6aw65sbptx2dlqsfx64x59m1,299030,A. Ricci,Austin Ricci,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,423281,Austin,Ricci,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,9,199,24,7,2,0,0,0,0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,8,74,16,28,0.43,0,1,0.36,0,1,1,3,4,13,2,1,20,7,2,0,138,25,4,1,3,10,62.5%,1,0,13,3,4,5,0,1,2,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,53,15,70,13,37.8%,59.5%,25,14,5,23,45,6,55.6%,9,0.00,0,5,3,3,7,0,0.32,0.11,0.32,0.11,0.43,3,0,0.07,6,0.00,0.00,34.8%,6.00,407,6,283,6,283,
1,1yufrkhruoxnyg54sxgduilt5,322426,J. Esua,Jeannot Esua,Right Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,423654,Jeannot,Esua,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Edmonton,21,1798,24,1,1,0,1,1,0,2,0,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,134,62,760,321,243,0.47,0,2,1.87,0,3,3,12,15,52,0,0,108,29,0,0,1327,66,5,18,33,102,76.7%,40,19,128,6,10,4,3,12,5,5,8,0,0,1,0,0,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,32,18,12,319,437,571,18,40.0%,74.2%,317,87,160,105,401,254,67.9%,56,0.00,0,93,79,79,17,6,0.13,0.34,0.13,0.34,0.47,13,7,0.07,7,0.15,0.15,34.7%,17.00,492,20,295,20,295,
1,76efh9x1zkbrnhtn6k2bwtvu2,311517,C. Rollocks,Cyrus Rollocks,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,433496,Cyrus,Rollocks,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,9,292,23,6,2,0,0,0,0,1,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,5,44,12,11,0.58,0,0,0.83,1,1,0,4,4,8,0,0,12,1,0,0,115,34,1,2,4,8,30.0%,1,1,9,2,0,3,1,0,5,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,55,7,53,12,38.6%,52.3%,17,4,2,8,33,3,18.2%,11,0.00,0,7,3,3,3,2,0.58,0.00,0.58,0.00,0.58,4,0,0.10,6,0.00,0.00,33.4%,5.00,294,5,206,5,206,
1,83d29e64znddf9kkyo62u4g6h,560974,N. Verhoeven,Noah Verhoeven,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,424288,Noah,Verhoeven,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,24,1850,21,3,4,0,5,1,4,0,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,133,42,918,344,399,1.44,0,1,3.17,2,5,9,16,25,50,0,0,87,22,4,2,1319,105,7,19,12,47,54.2%,9,2,134,5,1,11,4,2,25,1,3,0,1,0,0,0,39,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,8,27,353,218,748,15,35.2%,80.9%,495,134,114,163,595,160,36.0%,25,0.00,0,72,22,22,16,9,0.77,0.67,0.77,0.67,1.44,24,2,0.09,16,0.24,0.28,34.1%,43.00,542,44,432,44,432,
1,58s8ekic6fia8tm70kelw91p1,134563,R. Gattas,Rodrigo Pablo Gattas Bertoni,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,137478,Rodrigo Pablo,Gattas Bertoni,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,28,1958,29,6,8,2,36,26,10,7,9,25,10,12,4,2,1,0,8,1,7,2,2,8,4,2,42,8,135,38,728,204,351,9.19,9,0,1.99,12,3,1,22,23,34,4,1,95,18,1,1,1072,119,4,13,13,39,44.7%,9,7,87,9,4,11,5,3,13,16,6,0,0,0,0,0,28,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,2,23,412,64,596,86,18.1%,76.2%,371,157,27,208,481,39,50.0%,80,0.00,5,38,14,14,18,7,4.96,4.24,4.96,4.24,6.04,23,2,0.12,77,0.26,0.24,33.4%,47.00,602,44,447,44,447,
1,daf9pfrmp5w42wpwejb3lzkr9,278723,Son Yong-Chan,Yong-Chan Son,Right Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,246192,Yong-Chan,Son,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Edmonton,14,952,29,3,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,32,310,120,114,0.08,0,1,0.77,0,0,7,9,16,9,0,0,48,0,0,0,554,55,8,21,8,42,78.4%,3,1,50,2,5,9,2,6,4,0,3,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8,9,167,164,223,8,40.0%,75.5%,124,46,64,54,163,93,28.0%,25,0.00,0,30,27,27,12,3,0.08,0.00,0.08,0.00,0.08,15,0,0.04,2,0.27,0.21,36.3%,6.00,353,12,245,12,245,
1,c71o8hujd9joixq9ge68i4qg9,173269,N. Mavila,Nathan Mavila,Left Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,156664,Nathan,Mavila,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Cavalry,25,2021,25,2,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,80,859,349,250,0.03,0,1,1.16,0,1,2,6,8,59,1,0,141,36,0,0,1447,126,20,33,22,129,68.8%,45,20,112,4,8,26,2,12,10,0,10,0,0,0,0,0,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,27,8,23,274,532,641,2,48.7%,69.7%,313,82,204,113,441,305,52.7%,55,0.00,0,42,102,102,22,5,0.03,0.00,0.03,0.00,0.03,7,5,0.03,1,0.19,0.21,42.9%,23.00,519,32,371,32,371,
1,upib1k4jf41nogwoduyqpw4p,306834,J. Grant,Jonathan Grant,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,202589,Jonathan,Grant,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,13,882,27,1,6,1,2,2,0,3,0,3,0,2,0,0,0,0,1,0,1,0,1,0,1,0,2,2,75,34,360,111,140,0.58,1,1,1.33,1,2,0,7,7,34,8,3,58,12,0,0,635,71,8,22,13,60,81.1%,15,7,40,6,3,6,1,3,3,0,2,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,8,18,222,159,254,39,38.6%,69.7%,137,69,45,105,173,82,43.5%,23,0.00,0,23,38,38,20,2,0.33,0.26,0.33,0.26,0.58,6,2,0.07,8,0.13,0.13,42.7%,4.00,266,25,169,25,169,
1,3ucemntfw84vk7op9z7wnf36d,244210,N. Wirth,Nolan Wirth,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,428321,Nolan,Wirth,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,12,1080,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,42,411,232,32,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,568,0,0,0,1,12,-,11,1,17,0,0,0,0,0,0,0,1,4,0,0,6,6,24,22,2,0,59,4,3,27,26,4,0,51,32,27,11,18,2,17,14,0,0,0,43,0,0,0,565,3,0,54.3%,64.2%,0,0,264,0,3,408,100.0%,1,24.84,0,0,12,12,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,33.6%,0.00,596,1,452,1,452,
1,80lmne42x8296d6zo8r23wd05,46823,M. Paolucci,Michele Paolucci,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,19992,Michele,Paolucci,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,15,1139,35,2,6,2,11,7,4,7,2,9,2,7,0,0,0,0,2,1,2,0,1,0,2,1,11,8,56,11,191,58,66,3.04,3,2,0.86,2,1,0,6,6,13,4,2,60,8,1,0,343,105,1,6,0,15,33.3%,8,3,23,10,0,5,7,2,17,19,3,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,4,12,154,24,165,55,24.6%,64.9%,78,43,3,70,113,8,24.7%,85,0.00,2,4,9,9,4,2,1.83,1.21,1.83,1.21,3.04,4,1,0.10,29,0.00,0.00,32.0%,8.00,359,25,342,25,342,
1,2bvfol1n1otgzral4w8j0ci22,598655,D. Doe,David Doe,Left Attacking Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,434685,David,Doe,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Edmonton,7,170,21,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,39,4,17,0.51,0,0,0.00,1,0,0,0,0,16,4,2,15,5,0,0,93,22,2,3,0,5,50.0%,0,0,10,5,1,0,2,1,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,56,7,30,8,33.3%,53.8%,9,11,1,20,15,4,0.0%,1,0.00,0,5,0,0,3,2,0.03,0.48,0.03,0.48,0.51,0,0,0.25,2,0.20,0.00,38.6%,4.00,304,7,153,7,153,
1,6qm5qftpaq8l38b3irrum4bqi,572643,R. Garcia,Raphaël Garcia,Right Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,425633,Raphaël,Garcia,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Valour,16,943,21,6,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,27,387,155,144,0.13,0,2,1.31,0,1,1,8,9,14,1,1,77,5,0,0,675,60,19,36,9,88,73.3%,20,9,44,3,7,6,0,2,6,1,3,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,4,6,139,210,326,11,42.6%,77.3%,171,55,73,69,217,101,45.0%,20,0.00,0,16,62,62,21,5,0.13,0.00,0.13,0.00,0.13,7,3,0.04,3,0.19,0.19,34.1%,8.00,457,8,403,8,403,
1,a08wozw4vdsqlib77c1dqdt2i,301067,V. Lamy,Vincent Lamy,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,425642,Vincent,Lamy,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,4,88,21,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,6,13,0.12,0,0,0.00,0,0,0,0,0,1,0,0,7,0,0,0,41,11,1,2,1,4,60.0%,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,17,3,21,2,20.8%,79.2%,14,4,1,6,17,1,25.0%,8,0.00,0,0,1,1,2,1,0.03,0.09,0.03,0.09,0.12,0,0,0.06,2,-,-,33.0%,4.00,450,2,289,2,289,
1,bxbh5i1uqhe22e2cft5x6fl2i,765154,C. N'Sa,Chrisnovic N'Sa,Left Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,425644,Chrisnovic,N'Sa,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,HFX Wanderers,18,1217,22,4,2,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,47,491,275,94,0.73,0,0,0.06,0,0,0,2,2,12,0,0,71,5,0,0,744,43,8,17,25,97,83.3%,44,18,82,1,7,9,0,12,3,0,2,0,0,2,0,0,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,4,6,52,412,280,4,41.1%,75.2%,166,19,184,22,216,253,68.4%,38,0.00,0,5,84,84,13,0,0.50,0.23,0.50,0.23,0.73,2,9,0.10,7,0.20,0.20,33.8%,8.00,604,5,428,5,428,
1,zrowi3rzq9fndgtn1qozene1,563932,J. Hernández,José Hernández,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,421828,José,Hernández,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,19,652,20,13,5,0,7,5,2,6,2,4,1,3,0,0,0,0,1,0,1,1,2,3,0,0,1,5,33,10,192,53,96,1.84,1,2,1.39,2,2,0,6,6,25,6,1,62,9,0,0,382,98,5,17,5,32,57.9%,4,3,39,10,5,9,5,6,8,6,2,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,8,25,172,64,146,30,21.4%,77.6%,70,62,17,78,89,25,31.6%,38,0.00,0,4,15,15,12,5,1.79,0.05,1.79,0.05,1.84,4,0,0.10,19,0.25,0.33,33.0%,15.00,434,11,361,11,361,
1,92cutl9629yad2jm1srr6rzzd,559246,Y. Le Bourhis,Yohan Le Bourhis,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,421830,Yohan,Le Bourhis,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,8,720,21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,48,37,250,116,49,0.30,0,0,0.00,1,0,0,0,0,1,0,0,29,1,0,0,361,32,3,9,5,60,80.0%,41,20,30,0,4,5,0,1,1,0,2,0,1,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,7,223,131,3,52.8%,66.0%,73,1,91,3,110,137,45.2%,31,0.00,0,0,56,56,3,1,0.00,0.30,0.00,0.30,0.30,0,3,0.15,2,-,-,30.8%,2.00,238,1,242,1,242,
