Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,PassesIntoBox,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,null
1,6qp7j3yg8y4mi6awsjk79hwph,166440,Q. Roberts,Quillan Roberts,Goalkeeper,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,112997,Quillan,Roberts,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Forge,8,720,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,13,210,130,20,0.00,0,0,0.00,0,0,0,0,0,1,0,0,6,1,0,0,297,0,0,1,0,3,100.0%,2,0,13,0,0,0,0,2,0,0,4,0,0,1,1,2,9,8,1,0,27,0,1,15,10,2,0,25,17,10,7,4,1,10,6,0,0,0,15,0,0,0,295,2,0,55.7%,71.4%,2,0,148,0,2,208,100.0%,3,9.58,0,0,3,3,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,41.3%,0.00,540,0,353,0,353,
1,6l4kyf7qchaomnurt2e2bk445,74079,R. Edwini-Bonsu,Randy Edwini-Bonsu,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,110525,Randy,Edwini-Bonsu,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,12,363,30,9,3,0,6,2,4,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,6,26,3,82,17,36,0.59,0,1,1.57,0,2,5,5,10,12,3,2,26,5,1,1,182,33,2,5,3,10,36.8%,0,0,21,2,0,7,0,2,11,1,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,6,86,16,80,14,35.4%,64.6%,32,17,4,28,46,8,40.0%,5,0.00,0,22,3,3,6,1,0.43,0.16,0.43,0.16,0.59,9,0,0.07,9,0.36,0.20,34.5%,8.00,270,11,189,11,189,
1,6ptroe7b9vgzimcvzo2fehcr9,166455,M. Petrasso,Michael Petrasso,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,167890,Michael,Petrasso,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,18,1301,25,3,3,0,13,8,5,7,2,11,7,3,4,4,0,0,5,1,2,0,0,0,0,6,1,23,69,11,383,91,212,6.57,6,5,3.78,8,4,2,20,22,63,6,2,62,30,1,0,676,85,2,6,3,21,57.1%,7,2,51,10,0,4,5,4,10,10,3,0,0,0,0,0,30,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,26,392,52,232,68,21.1%,79.1%,129,155,19,199,158,26,18.5%,27,0.00,6,36,14,14,6,1,2.69,3.88,2.69,3.88,3.41,17,1,0.20,33,0.17,0.13,33.0%,26.00,372,53,339,53,339,
1,2182gm4uwq97qv5c65jfes5hx,185427,J. Gutiérrez,Juan Diego Gutiérrez de las Casas,Right Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,195296,Juan Diego,Gutiérrez de las Casas,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,HFX Wanderers,19,1240,28,5,7,1,5,2,3,1,3,7,6,0,0,0,1,0,1,1,2,1,0,1,1,0,9,2,65,14,353,93,181,1.11,2,0,0.99,1,1,8,4,12,36,4,1,87,12,0,0,648,103,9,15,11,41,54.5%,5,3,77,9,5,10,9,5,25,4,3,0,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,10,27,245,100,303,20,37.7%,77.6%,165,78,31,104,210,39,44.8%,29,0.00,1,53,18,18,19,4,0.81,0.30,0.81,0.30,1.11,12,5,0.07,16,0.23,0.08,33.0%,28.00,460,25,366,25,366,
1,16q3kpp7uxqjn9993xd5woauh,323646,D. Gutiérrez,Diego Gutiérrez,Central Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,213571,Diego,Gutiérrez,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Valour,23,1604,24,5,7,0,3,2,1,2,1,4,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5,131,54,850,316,349,0.96,0,1,1.36,1,1,1,21,22,43,1,1,119,31,2,1,1225,77,16,28,21,91,73.3%,21,11,139,2,2,10,3,9,15,0,3,0,0,0,0,0,32,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,4,19,251,345,629,20,36.6%,78.2%,396,122,147,157,492,201,48.6%,35,0.00,0,14,62,62,25,4,0.58,0.38,0.58,0.38,0.96,21,4,0.10,10,0.36,0.36,34.4%,39.00,513,34,440,34,440,
1,c8gbyfp650fgai5782915ywa1,220073,E. Cissé,Elimane Oumar Cissé,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,210185,Elimane Oumar,Cissé,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,23,1730,25,2,11,0,9,7,2,3,1,8,3,4,0,0,0,0,2,0,2,0,2,0,0,2,3,12,91,23,773,249,410,3.28,2,2,2.53,7,6,3,9,12,36,3,1,105,18,1,0,1089,133,18,31,32,100,63.6%,17,12,151,8,5,15,8,3,7,2,10,0,0,0,0,0,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,29,328,157,604,40,26.6%,85.3%,400,181,78,222,460,91,33.9%,59,0.00,2,5,49,49,40,11,3.09,0.19,3.09,0.19,3.28,10,4,0.16,21,0.20,0.25,41.1%,57.00,490,30,329,30,329,
1,86wl8372aahbih0jhd3afap5h,76923,I. Nakajima-Farran,Issey Nakajima-Farran,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,52583,Issey,Nakajima-Farran,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,18,252,36,17,1,0,5,1,4,4,1,4,1,1,0,0,4,1,0,1,0,0,2,0,0,1,1,6,14,7,73,20,32,1.02,1,0,0.07,1,0,0,2,2,7,2,0,15,2,0,0,145,38,4,3,2,11,77.8%,1,0,15,3,1,5,1,0,2,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,8,69,14,62,21,28.8%,71.2%,30,17,5,21,44,8,16.7%,18,0.00,0,2,3,3,3,5,0.35,0.67,0.35,0.67,1.02,2,0,0.07,14,0.50,0.50,32.4%,5.00,470,8,338,8,338,
1,elyp1bpa1kq1hl6sigml22jf9,260023,T. Farago,Tyson Farago,Goalkeeper,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,184380,Tyson,Farago,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Valour,16,1440,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,30,483,215,59,0.00,0,0,0.21,0,0,0,3,3,0,0,0,6,0,0,0,643,4,2,0,0,8,40.0%,6,0,18,0,0,0,0,3,0,0,2,1,0,0,1,13,30,26,4,0,47,3,3,22,14,4,0,38,31,16,7,15,2,18,13,0,0,0,49,0,0,0,641,2,0,68.5%,56.7%,0,0,274,0,2,481,80.0%,5,27.93,0,0,8,8,0,0,0.00,0.00,0.00,0.00,0.00,3,0,-,0,-,-,34.1%,0.00,412,7,323,7,323,
1,cqn9qstqvg761dhxrbjtmrg7p,83156,J. Williams,Jan-Michael Williams,Goalkeeper,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,35117,Jan-Michael,Williams,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,HFX Wanderers,12,1028,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,268,150,30,0.00,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,396,3,0,0,0,4,0.0%,4,1,23,0,1,0,0,2,0,0,2,5,1,0,5,4,19,15,4,0,40,1,2,17,18,5,0,34,27,13,4,17,5,9,8,0,1,1,17,0,0,0,395,1,0,57.1%,67.2%,0,0,180,0,1,267,100.0%,4,10.91,0,0,4,4,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,32.9%,0.00,659,0,475,0,475,
1,79dpxdtu8zy41lbpwufltrh7t,226461,M. Janssens,Mathias Janssens,Goalkeeper,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,212532,Mathias,Janssens,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Valour,12,1080,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,45,360,162,44,0.00,0,0,0.00,0,0,0,0,0,0,0,0,9,0,0,0,487,1,0,1,0,7,50.0%,6,0,19,0,0,0,0,5,0,0,4,3,1,0,3,0,22,21,1,0,43,1,3,14,24,5,0,37,29,14,11,15,4,12,3,0,0,2,39,0,0,0,486,1,0,67.8%,57.2%,0,0,206,0,1,359,100.0%,4,23.03,0,0,7,7,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,34.6%,0.00,431,1,350,1,350,
1,ddyudctrqh7j4vqoofwg0oull,298587,M. Hamilton,Malyk Hamilton,Right Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,232384,Malyk,Hamilton,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Cavalry,18,1275,21,4,3,0,1,1,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,28,604,295,219,0.55,0,2,0.73,1,1,2,6,8,26,1,0,65,14,0,0,923,57,13,19,8,58,64.0%,12,7,82,2,2,9,3,7,2,4,5,0,0,0,0,0,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,6,14,215,321,387,17,35.4%,85.1%,246,103,165,127,284,193,70.0%,10,0.00,0,26,50,50,4,4,0.48,0.07,0.48,0.07,0.55,6,3,0.09,6,0.19,0.20,42.4%,9.00,495,21,363,21,363,
1,db3mtdls95klppptl1n96ezf9,92036,K. Porter,Kyle Porter,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,92442,Kyle,Porter,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,25,1916,30,2,13,0,20,11,9,2,6,6,4,2,1,0,1,0,2,0,2,1,1,3,0,1,3,19,106,43,729,231,349,4.39,2,4,2.67,8,2,15,16,31,30,6,2,108,12,2,1,1131,108,14,33,22,82,66.2%,12,8,100,7,3,11,9,4,14,4,6,0,0,0,0,0,25,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,10,32,411,161,559,52,26.5%,79.6%,359,156,65,200,435,94,54.5%,44,0.00,2,88,42,42,36,4,3.04,1.35,3.04,1.35,3.60,27,2,0.13,34,0.25,0.03,33.8%,32.00,557,48,425,48,425,
1,ezyu9w01guirieddjudeln1lh,226320,A. Zebie,Allan Zebie,Left Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,209503,Allan,Zebie,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Edmonton,23,1970,27,0,5,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,66,927,398,349,0.24,0,0,0.41,0,0,1,4,5,35,0,0,103,23,1,1,1429,96,11,34,27,107,70.3%,31,11,100,3,6,5,1,6,6,0,7,0,0,0,0,0,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,8,24,292,466,671,11,37.8%,80.6%,395,160,192,183,481,263,41.1%,56,0.00,0,22,83,83,20,4,0.24,0.00,0.24,0.00,0.24,5,4,0.05,5,0.23,0.23,37.0%,24.00,548,26,323,26,323,
1,7via58t85qafc6nm6ndt3cut,47116,D. Malonga,Dominique Malonga,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,42820,Dominique,Malonga,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,26,1961,32,3,12,3,34,29,5,7,3,26,5,16,2,1,0,0,10,1,10,1,8,3,0,9,4,44,81,12,506,129,284,15.57,11,1,3.55,27,5,2,17,19,21,4,2,90,9,1,0,788,116,1,1,2,17,25.0%,13,8,51,6,0,5,13,3,18,16,6,0,0,0,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,36,397,38,353,103,20.4%,81.6%,230,171,12,216,273,17,46.1%,102,0.00,8,5,13,13,3,1,12.42,3.15,12.42,3.15,13.99,18,2,0.22,70,0.20,0.20,42.4%,32.00,503,37,372,37,372,
1,4ux10kolns6m5lgd64wumjfth,244572,L. Béland-Goyette,Louis Béland-Goyette,Defensive Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,197038,Louis,Béland-Goyette,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Valour,21,1772,25,0,3,1,2,0,2,0,4,7,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,9,107,31,881,358,385,0.41,1,3,1.96,0,1,2,26,28,22,0,0,103,9,2,2,1159,114,13,41,32,105,60.7%,19,7,142,2,4,29,1,7,24,0,4,0,0,1,0,0,38,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,6,24,155,257,747,5,34.8%,84.3%,514,85,144,100,614,167,44.4%,18,0.00,0,10,57,57,41,7,0.41,0.00,0.41,0.00,0.41,25,3,0.03,13,0.30,0.25,34.6%,33.00,453,33,348,33,348,
1,6o11en42rzgf741oqqlu9a47p,166446,L. Gasparotto,Luca Gasparotto,Right Centre Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,159509,Luca,Gasparotto,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,York United,28,2520,26,0,0,0,5,5,0,7,0,9,1,0,0,0,0,0,1,0,0,1,7,5,0,0,1,0,137,96,1390,939,218,1.54,1,0,1.50,1,2,5,4,9,11,1,0,182,8,0,0,1729,72,7,24,49,200,75.6%,117,60,137,7,8,7,1,14,8,2,6,0,0,1,0,0,37,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,7,64,1072,593,46,42.2%,83.2%,428,13,716,25,535,830,76.5%,162,0.00,0,0,170,170,30,0,0.06,1.48,0.06,1.48,1.54,9,29,0.07,21,-,-,33.4%,11.00,602,23,447,23,447,
1,334ys3md0ycavngg26g75yi21,244513,M. Baldisimo,Matthew Baldisimo,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,244406,Matthew,Baldisimo,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,22,1809,23,1,7,0,2,0,2,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,105,40,909,502,262,0.79,0,0,0.53,1,0,0,12,12,19,0,0,103,13,0,0,1157,127,19,28,25,101,57.3%,29,6,107,4,9,21,1,8,13,0,4,0,0,0,0,0,32,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,54,2,24,106,483,568,6,38.5%,84.0%,377,51,336,63,458,388,43.1%,51,0.00,0,8,59,59,38,4,0.71,0.07,0.71,0.07,0.79,12,3,0.11,7,0.13,0.13,34.7%,26.00,487,18,333,18,333,
1,3hebpt7rddccp0powpyfwri7d,244528,T. Campbell,Terran Campbell,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,243961,Terran,Campbell,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,28,2334,22,1,11,3,23,18,5,4,2,24,13,11,2,1,3,0,10,1,8,4,1,5,6,1,36,5,114,16,569,140,299,8.89,11,2,2.86,12,3,1,30,31,45,3,3,118,26,3,2,960,206,14,25,9,52,68.4%,4,4,81,15,2,12,8,2,11,10,5,0,0,0,0,0,44,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,52,439,72,449,77,20.0%,77.2%,242,170,27,238,296,35,26.6%,124,0.00,8,29,18,18,22,12,6.17,2.72,6.17,2.72,7.31,29,0,0.17,53,0.14,0.14,33.5%,46.00,612,36,466,36,466,
1,7qctsydagkbx65ctb9wlw9n1l,244518,D. Norman,David Norman Jr.,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,247683,David,Norman Jr.,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,8,596,22,1,3,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41,17,292,129,105,0.55,0,0,0.15,1,0,0,4,4,6,0,0,42,3,2,1,402,44,9,9,8,35,85.7%,9,6,35,2,2,4,1,2,11,0,2,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,2,11,57,110,235,4,34.6%,80.1%,141,28,65,34,181,77,27.6%,29,0.00,0,4,19,19,15,1,0.10,0.46,0.10,0.46,0.55,4,3,0.09,6,0.00,0.00,33.9%,12.00,205,7,140,7,140,
1,9sqefuu2tn9n1efnv2q56ay1h,260142,S. Thomas,Skylar Rutherford Thomas,Right Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,202345,Skylar,Rutherford Thomas,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Valour,22,1894,27,1,1,0,3,3,0,2,0,9,0,0,0,0,0,0,0,0,0,0,7,2,0,0,2,1,126,60,855,484,185,0.93,0,1,1.49,0,3,3,5,8,4,0,0,113,4,0,0,1119,74,13,24,23,164,77.1%,102,46,100,4,9,11,1,5,1,1,4,0,0,1,0,0,34,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,0,8,43,667,409,22,46.7%,78.2%,288,14,367,21,369,465,64.4%,101,0.00,0,1,144,144,18,2,0.06,0.87,0.06,0.87,0.93,7,20,0.07,14,0.00,0.00,34.3%,14.00,507,17,421,17,421,
1,1mcgu1zocg8bwfrncptuvfm51,129044,M. Trafford,Mason Trafford,Left Centre Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,90443,Mason,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Cavalry,22,1891,34,1,0,0,3,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,3,0,110,61,1040,663,206,1.16,0,0,0.34,2,0,0,5,5,2,0,0,52,2,0,0,1196,43,7,5,15,86,63.2%,57,33,79,1,3,8,0,10,2,2,6,0,0,0,0,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,1,31,753,412,14,43.2%,83.6%,326,14,529,19,394,627,54.5%,55,0.00,0,2,81,81,5,0,0.08,1.08,0.08,1.08,1.16,5,14,0.19,6,0.00,0.00,41.0%,5.00,462,14,348,14,348,
1,957z9j1c1ktp7h5wzd9kwzbh1,180676,M. Cox,Michael Cox,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,115884,Michael,Cox,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,5,184,28,3,2,0,1,1,0,1,1,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,33,10,19,0.34,0,0,0.10,0,0,0,2,2,3,0,0,10,0,0,0,61,17,0,1,0,1,100.0%,0,0,3,3,0,1,1,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,31,1,29,8,21.2%,87.9%,18,10,1,12,20,1,41.7%,12,0.00,0,0,0,0,1,0,0.34,0.00,0.34,0.00,0.34,2,0,0.06,6,-,-,34.4%,2.00,159,2,138,2,138,
1,57sscey83fcglkmcrtpp28k5,53196,Soria,Ramon Soria,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,90727,Ramon,Soria,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,23,2010,32,1,0,0,4,2,2,0,0,8,6,1,0,0,3,1,0,1,0,0,0,2,1,0,8,2,194,65,1081,423,399,0.76,1,3,2.86,1,4,15,13,28,7,0,0,79,4,1,0,1390,66,14,24,32,98,74.5%,26,12,146,3,1,14,1,1,8,1,8,0,0,1,0,0,23,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,4,13,234,324,832,9,37.8%,76.0%,547,89,186,120,725,236,55.8%,52,0.00,0,83,59,59,36,3,0.45,0.31,0.45,0.31,0.76,26,6,0.06,12,0.40,0.33,35.9%,33.00,597,37,359,37,359,
1,afbi7ba716z8at1irydcx44ix,559965,R. Telfer,Ryan Telfer,Left Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,250972,Ryan,Telfer,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,York United,26,2216,27,2,2,2,29,17,12,14,3,21,9,11,0,0,4,0,6,2,7,1,2,2,3,4,29,17,161,29,832,245,397,7.15,8,1,5.59,11,7,25,41,66,136,18,9,202,80,1,1,1533,170,15,37,23,83,70.3%,8,5,130,14,1,10,8,6,31,13,4,0,0,0,0,0,33,24,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,28,51,698,181,654,123,30.0%,77.2%,388,179,75,267,464,101,45.6%,57,0.00,3,164,34,34,39,10,5.14,2.01,5.14,2.01,7.15,65,0,0.11,67,0.31,0.28,33.4%,50.00,546,62,415,62,415,
1,6re26cen7xbrynezb3rerst05,257355,S. Camargo,Sergio Camargo,Centre Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,112657,Sergio,Camargo,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Cavalry,20,1260,26,5,8,2,11,10,1,6,0,7,1,2,0,0,0,0,6,0,6,0,0,1,1,5,2,15,81,13,387,91,202,5.96,6,3,3.42,9,6,3,19,22,38,9,4,57,17,1,1,621,85,10,8,9,31,56.3%,4,1,68,6,2,2,1,1,13,7,6,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,26,291,47,283,77,24.3%,75.7%,164,108,21,155,204,28,30.8%,26,0.00,6,21,8,8,18,5,4.64,1.33,4.64,1.33,5.96,19,1,0.25,24,0.14,0.11,43.0%,26.00,432,43,303,43,303,
1,3uxa33px113otw58gni3g72l1,222993,B. Smith,Blake Smith,Left Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,151937,Blake,Smith,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Pacific,24,2004,30,2,0,0,0,0,0,0,2,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,136,65,1063,509,353,0.28,0,5,2.87,0,5,2,18,20,15,0,0,87,9,0,0,1602,68,9,26,43,137,74.5%,53,22,145,2,7,14,3,12,9,3,2,0,0,0,0,0,41,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,11,317,564,721,12,40.2%,81.1%,463,119,280,149,554,360,53.8%,39,0.00,0,57,92,92,34,11,0.18,0.10,0.18,0.10,0.28,15,4,0.03,9,0.23,0.23,34.5%,22.00,537,25,402,25,402,
1,41fep3jlo1ieyq9hvpmsl6wvd,273327,K. Chung,Kadin Chung,Right Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225056,Kadin,Chung,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Pacific,24,2032,22,0,4,1,1,1,0,1,4,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,115,71,853,393,274,0.30,1,2,1.26,0,1,0,16,16,43,3,0,111,22,0,0,1411,92,15,42,31,134,75.0%,42,22,139,1,8,7,0,5,5,2,5,0,0,0,0,0,34,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,12,20,298,530,583,14,40.2%,78.2%,333,104,230,131,412,310,51.1%,45,0.00,0,48,95,95,32,7,0.15,0.15,0.15,0.15,0.30,14,10,0.04,8,0.31,0.31,34.0%,26.00,519,25,386,25,386,
