Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,PassesIntoBox,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,null
1,csicvwhik2guponydus9zt0x5,486920,E. Zetterberg,Erik Zetterberg,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,223629,Erik,Zetterberg,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,7,465,24,1,2,0,1,0,1,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,43,10,261,100,108,0.20,0,0,0.76,0,1,5,3,8,8,0,0,18,3,0,0,334,23,4,4,9,18,57.1%,0,0,29,1,1,4,2,2,3,0,0,0,1,0,0,0,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,6,51,45,238,0,37.2%,79.7%,165,17,26,25,200,36,0.0%,1,0.00,0,14,4,4,13,1,0.07,0.12,0.07,0.12,0.20,8,0,0.04,5,0.21,-,31.8%,6.00,133,9,104,9,104,
1,8ad2vcq9xcul0kkfms8qo0wk5,276111,A. Achinioti-Jönsson,Alexander Börje Achinioti-Jönsson,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,183434,Alexander Börje,Achinioti-Jönsson,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,11,792,24,2,3,1,4,4,0,0,0,2,0,1,0,0,0,0,3,0,0,2,1,2,0,1,0,3,37,25,340,165,113,2.39,3,0,0.00,4,0,0,0,0,1,0,0,48,1,0,0,436,30,8,10,22,46,78.3%,6,3,40,1,3,8,5,2,6,0,4,0,1,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,49,152,235,9,34.7%,81.8%,167,21,90,29,198,113,57.1%,28,0.00,3,1,23,23,20,3,0.37,2.02,0.37,2.02,2.39,0,4,0.40,6,0.00,0.00,36.7%,15.00,211,6,154,6,154,
1,614w28s7cigyjam7f10hz9gwl,198782,T. Ameobi,Tomi Ameobi,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,45750,Tomi,Ameobi,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,7,287,32,4,3,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,17,3,77,26,31,1.50,0,0,0.13,3,0,1,1,2,2,0,0,27,1,0,0,116,26,3,1,0,5,50.0%,1,1,12,4,1,3,1,1,3,2,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,43,11,62,10,18.2%,74.0%,32,21,4,31,40,6,65.4%,26,0.00,0,0,2,2,3,0,0.35,1.14,0.35,1.14,0.71,2,0,0.50,3,-,-,31.8%,4.00,133,9,104,9,104,
1,86tz9u1o9o5u0lbyycyd3df4l,34537,N. Ledgerwood,Nikolas Ledgerwood,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,37057,Nikolas,Ledgerwood,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,7,411,36,2,4,0,2,2,0,0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4,42,5,163,50,66,0.95,1,1,0.63,1,1,7,0,7,4,0,0,26,1,1,0,253,28,5,7,4,19,75.0%,3,0,26,5,3,5,3,2,5,0,2,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,99,28,126,6,40.5%,71.2%,85,21,10,41,106,16,33.3%,9,0.00,1,32,9,9,8,2,0.16,0.79,0.16,0.79,0.16,6,0,0.19,5,0.38,0.43,42.0%,9.00,125,13,82,13,82,
1,dpee0p2qzqrzcefewdtey4vyt,37944,D. Fordyce,Daryl Fordyce,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,31866,Daryl,Fordyce,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,5,164,34,3,2,0,3,3,0,0,0,3,2,1,1,0,1,0,1,0,0,0,1,1,0,1,0,4,12,3,40,10,15,1.51,1,0,0.00,3,0,0,0,0,3,0,0,8,2,0,0,63,12,2,0,1,4,100.0%,1,1,3,3,0,2,2,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,3,34,5,25.0%,62.5%,15,10,0,14,26,0,12.5%,8,0.00,1,1,3,3,0,1,0.30,1.21,0.30,1.21,0.72,0,0,0.25,6,0.00,0.00,34.3%,2.00,139,4,106,4,106,
1,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,152275,Ben,Fisk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,7,601,28,0,2,1,5,3,2,0,1,3,2,1,0,0,0,0,1,0,1,0,1,0,0,1,3,4,30,11,188,61,86,0.39,1,0,0.48,0,1,0,5,5,11,1,0,20,1,2,1,291,47,4,7,1,19,40.7%,5,2,27,1,2,1,2,0,3,0,2,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,11,109,58,124,14,29.3%,78.2%,79,42,26,51,100,37,27.3%,11,0.00,0,14,15,15,4,0,0.33,0.06,0.33,0.06,0.39,5,0,0.04,9,0.07,0.10,34.2%,7.00,137,11,118,11,118,
1,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222921,Nathan,Ingham,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,6,540,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,144,88,21,0.00,0,0,0.03,0,0,0,1,1,0,0,0,3,0,0,0,194,2,0,0,0,3,-,3,0,6,0,0,0,0,1,0,0,2,2,1,0,0,2,6,6,0,0,13,0,1,2,11,1,0,12,8,5,4,6,0,2,0,0,0,0,8,0,0,0,192,2,0,63.2%,75.7%,2,0,107,0,2,142,50.0%,4,7.24,0,0,3,3,0,0,0.00,0.00,0.00,0.00,0.00,1,0,-,0,-,-,35.9%,0.00,115,0,94,0,94,
1,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,6,540,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8,214,136,16,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,307,2,1,0,0,7,50.0%,6,0,13,0,0,0,0,2,0,0,1,5,1,0,1,5,8,8,0,0,22,0,0,14,5,1,0,21,16,6,4,4,1,5,10,0,0,1,14,0,0,0,307,0,0,46.7%,71.0%,0,0,152,0,0,214,83.3%,6,10.37,0,0,7,7,0,0,0.00,0.00,0.00,0.00,0.00,0,0,-,0,-,-,40.4%,0.00,200,2,158,2,158,
1,8v158n3stjodma3bjlj4yg639,156327,K. Moses,Kareem Moses,Central Defender,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,124576,Kareem,Moses,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Edmonton,4,140,31,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,1,36,20,9,0.44,0,0,0.00,1,0,0,0,0,0,0,0,5,0,0,0,62,7,2,1,1,14,100.0%,10,3,4,0,1,2,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,35,24,3,36.1%,80.6%,14,0,15,0,17,19,20.0%,5,0.00,0,0,11,11,3,0,0.00,0.44,0.00,0.44,0.44,0,0,0.15,3,-,-,31.4%,0.00,83,0,67,0,67,
1,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Right Winger,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Forge,11,598,24,5,5,0,3,3,0,3,3,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,2,29,5,172,34,104,1.07,1,1,0.66,1,1,0,5,5,27,7,3,33,11,0,0,303,41,2,5,3,13,43.8%,3,0,31,4,1,1,3,4,7,4,3,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,14,182,31,90,31,20.3%,80.2%,49,80,9,94,64,14,50.0%,2,0.00,1,19,6,6,2,5,1.07,0.00,1.07,0.00,1.07,4,0,0.11,10,0.42,0.42,36.7%,15.00,211,13,154,13,154,
1,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Right Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,233807,Amer,Didic,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Edmonton,3,241,26,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,9,146,87,35,0.13,0,0,0.00,0,0,0,0,0,0,0,0,11,0,0,0,181,5,1,3,2,20,80.0%,14,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,106,70,3,43.2%,83.6%,58,2,62,3,67,76,70.0%,10,0.00,0,0,20,20,0,0,0.00,0.13,0.00,0.13,0.13,0,6,0.07,2,-,-,35.6%,1.00,78,3,62,3,62,
1,7v7c25arh4yqd7tz8demrxa6t,263141,B. Levis,Brett Levis,Left Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,231573,Brett,Levis,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Valour,5,383,27,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,10,184,75,79,0.07,0,2,0.69,0,1,4,2,6,14,1,0,32,9,0,0,299,24,4,8,9,27,70.6%,4,2,32,1,2,6,2,3,4,0,1,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,71,79,149,5,33.7%,83.7%,86,34,34,40,99,45,60.0%,5,0.00,0,12,17,17,9,1,0.07,0.00,0.07,0.00,0.07,4,2,0.03,2,0.50,0.50,33.5%,7.00,95,3,72,3,72,
1,eyems8p1wpp6df9w1wz6rdvpx,226323,B. McKendry,Ben McKendry,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,203479,Ben,McKendry,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,7,408,27,3,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,13,215,83,85,0.09,0,0,0.06,0,0,0,1,1,3,0,0,34,2,0,0,292,31,8,16,6,36,66.7%,5,4,28,0,3,6,1,0,1,0,1,0,1,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,5,54,71,167,1,34.4%,78.1%,108,29,31,35,133,47,60.0%,10,0.00,0,4,17,17,16,3,0.09,0.00,0.09,0.00,0.09,1,0,0.03,3,0.00,0.00,34.2%,7.00,137,10,118,10,118,
1,2zedqkn15thv6wx5xmgv48gd1,195042,K. Bekker,Kyle Edward Bekker,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,140123,Kyle Edward,Bekker,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,11,879,30,0,5,1,5,3,2,1,4,4,2,2,0,0,1,0,3,0,3,1,0,1,1,1,5,3,66,28,394,131,169,1.32,3,1,0.83,2,1,5,8,13,7,0,0,40,4,0,0,556,47,7,6,11,42,46.4%,18,10,58,3,1,10,3,5,7,0,5,0,0,2,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,7,180,104,272,13,34.0%,76.1%,174,79,47,99,224,71,47.1%,17,0.00,2,49,23,23,15,4,1.17,0.15,1.17,0.15,1.32,12,2,0.09,14,0.14,0.00,36.7%,25.00,211,11,154,11,154,
1,6ptroe7b9vgzimcvzo2fehcr9,166455,M. Petrasso,Michael Petrasso,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,167890,Michael,Petrasso,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,3,130,25,1,2,0,1,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,19,6,10,0.58,0,0,0.00,1,0,0,0,0,1,0,0,4,0,0,0,42,6,0,0,0,2,-,2,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,5,16,4,21.1%,84.2%,9,6,1,7,11,1,25.0%,4,0.00,0,4,2,2,0,0,0.28,0.29,0.28,0.29,0.58,0,0,0.12,5,0.00,0.00,38.1%,2.00,78,0,61,0,61,
